cluster,depth,startdate,type,sequence,seqdep,phase
11,40.7,2007-05-17,E,E11,E11,0
11,,2007-05-19,V,V11,V11,0
3,,2007-05-26,V,V3,V3,1
11,132.5,2007-05-29,E,E11,E11D,1
6,24.0,2007-05-29,E,E6,E6,1
7,116.0,2007-05-30,E,E7,E7D,1
2,,2007-06-01,V,V2,V2,1
6,,2007-06-01,V,V6,V6,1
8,5.0,2007-06-02,E,E8,E8,2
11,4.7,2007-06-07,E,E11,E11,2
14,23.0,2007-06-13,E,E14,E14,3
5,,2007-06-17,V,V5,V5,0
11,9.0,2007-06-18,E,E11,E11,0
3,10.0,2007-06-24,E,E3,E3,1
10,10.0,2007-06-26,E,E10,E10,1
11,18.0,2007-06-28,E,E11,E11,1
14,10.0,2007-07-03,E,E14,E14,2
0,113.0,2007-07-06,E,E0,E0D,2
6,,2007-07-08,V,V6,V6,2
14,152.1,2007-07-12,E,E14,E14D,3
5,35.0,2007-07-13,E,E5,E5,3
11,8.0,2007-07-15,E,E11,E11,0
5,15.0,2007-07-15,E,E5,E5,0
7,12.0,2007-07-16,E,E7,E7,0
7,350.4,2007-07-16,E,E7,E7DD,0
11,10.0,2007-07-17,E,E11,E11,0
11,10.0,2007-07-18,E,E11,E11,0
14,644.9,2007-07-21,E,E14,E14DD,0
3,289.5,2007-07-21,E,E3,E3D,0
10,15.0,2007-07-25,E,E10,E10,1
6,25.0,2007-07-26,E,E6,E6,1
6,,2007-07-26,V,V6,V6,1
11,10.0,2007-07-27,E,E11,E11,1
9,11.0,2007-07-31,E,E9,E9,2
11,120.0,2007-08-01,E,E11,E11D,2
5,21.0,2007-08-02,E,E5,E5,2
7,5.0,2007-08-02,E,E7,E7,2
4,10.0,2007-08-04,E,E4,E4,2
11,40.0,2007-08-05,E,E11,E11,2
8,18.1,2007-08-07,E,E8,E8,2
10,280.0,2007-08-08,E,E10,E10D,3
10,291.2,2007-08-08,E,E10,E10D,3
11,42.0,2007-08-12,E,E11,E11,3
13,,2007-08-12,V,V13,V13,3
11,10.0,2007-08-13,E,E11,E11,0
3,39.0,2007-08-15,E,E3,E3,0
5,9.0,2007-08-15,E,E5,E5,0
5,,2007-08-15,V,V5,V5,0
11,15.0,2007-08-16,E,E11,E11,0
3,23.4,2007-08-16,E,E3,E3,0
3,35.0,2007-08-16,E,E3,E3,0
6,10.0,2007-08-17,E,E6,E6,0
3,30.0,2007-08-18,E,E3,E3,0
7,,2007-08-19,V,V7,V7,0
14,6.0,2007-08-20,E,E14,E14,0
6,8.0,2007-08-20,E,E6,E6,0
11,127.4,2007-08-26,E,E11,E11D,1
11,,2007-08-28,V,V11,V11,1
0,9.0,2007-09-01,E,E0,E0,2
11,35.0,2007-09-02,E,E11,E11,2
11,36.7,2007-09-02,E,E11,E11,2
7,94.0,2007-09-03,E,E7,E7D,2
8,53.0,2007-09-06,E,E8,E8,3
10,,2007-09-09,V,V10,V10,3
14,15.0,2007-09-10,E,E14,E14,3
10,34.0,2007-09-12,E,E10,E10,0
10,35.0,2007-09-12,E,E10,E10,0
10,53.0,2007-09-13,E,E10,E10,0
10,28.9,2007-09-13,E,E10,E10,0
10,22.0,2007-09-13,E,E10,E10,0
4,10.0,2007-09-13,E,E4,E4,0
6,26.0,2007-09-13,E,E6,E6,0
10,23.0,2007-09-14,E,E10,E10,0
10,35.0,2007-09-19,E,E10,E10,0
10,30.0,2007-09-20,E,E10,E10,1
11,416.7,2007-09-25,E,E11,E11DD,1
11,,2007-09-25,V,V11,V11,1
10,26.0,2007-09-26,E,E10,E10,1
11,40.0,2007-09-26,E,E11,E11,1
11,9.0,2007-09-27,E,E11,E11,1
1,260.0,2007-09-28,E,E1,E1D,2
11,12.0,2007-09-28,E,E11,E11,2
11,10.0,2007-09-28,E,E11,E11,2
10,35.0,2007-09-29,E,E10,E10,2
1,14.0,2007-09-30,E,E1,E1,2
11,10.0,2007-09-30,E,E11,E11,2
11,18.0,2007-09-30,E,E11,E11,2
13,,2007-09-30,V,V13,V13,2
10,,2007-10-01,V,V10,V10,2
5,32.0,2007-10-02,E,E5,E5,2
10,35.0,2007-10-04,E,E10,E10,2
14,,2007-10-04,V,V14,V14,2
11,509.4,2007-10-05,E,E11,E11DD,2
1,20.0,2007-10-06,E,E1,E1,3
11,39.0,2007-10-09,E,E11,E11,3
11,37.0,2007-10-13,E,E11,E11,0
11,18.0,2007-10-15,E,E11,E11,0
11,19.0,2007-10-15,E,E11,E11,0
11,509.3,2007-10-16,E,E11,E11DD,0
11,46.3,2007-10-21,E,E11,E11,1
10,,2007-10-23,V,V10,V10,1
10,21.0,2007-10-24,E,E10,E10,1
7,20.0,2007-10-25,E,E7,E7,1
14,,2007-10-28,V,V14,V14,2
1,207.0,2007-10-31,E,E1,E1D,2
5,28.0,2007-10-31,E,E5,E5,2
4,10.0,2007-11-02,E,E4,E4,2
14,,2007-11-08,V,V14,V14,3
11,10.0,2007-11-10,E,E11,E11,0
3,40.0,2007-11-14,E,E3,E3,0
3,27.0,2007-11-15,E,E3,E3,0
3,26.0,2007-11-15,E,E3,E3,0
14,122.9,2007-11-16,E,E14,E14D,0
3,246.4,2007-11-18,E,E3,E3D,1
11,558.3,2007-11-19,E,E11,E11DD,1
11,10.0,2007-11-19,E,E11,E11,1
11,52.6,2007-11-20,E,E11,E11,1
3,15.0,2007-11-20,E,E3,E3,1
11,53.0,2007-11-22,E,E11,E11,1
14,,2007-11-24,V,V14,V14,1
10,35.0,2007-11-25,E,E10,E10,1
6,20.0,2007-11-25,E,E6,E6,1
6,18.0,2007-11-25,E,E6,E6,1
11,16.0,2007-11-27,E,E11,E11,2
1,,2007-11-27,V,V1,V1,2
10,,2007-11-27,V,V10,V10,2
14,156.0,2007-11-29,E,E14,E14D,2
4,10.0,2007-11-29,E,E4,E4,2
11,152.5,2007-12-09,E,E11,E11D,3
11,17.0,2007-12-13,E,E11,E11,0
3,15.0,2007-12-13,E,E3,E3,0
3,16.0,2007-12-13,E,E3,E3,0
6,175.9,2007-12-15,E,E6,E6D,0
6,57.0,2007-12-15,E,E6,E6,0
3,45.0,2007-12-16,E,E3,E3,0
5,34.0,2007-12-19,E,E5,E5,1
11,20.0,2007-12-20,E,E11,E11,1
5,25.0,2007-12-21,E,E5,E5,1
10,23.0,2007-12-22,E,E10,E10,1
6,20.0,2007-12-22,E,E6,E6,1
7,48.4,2007-12-25,E,E7,E7,1
5,25.0,2007-12-26,E,E5,E5,2
11,34.0,2008-01-01,E,E11,E11,2
11,,2008-01-01,V,V11,V11,2
3,,2008-01-01,V,V3,V3,2
14,,2008-01-02,V,V14,V14,2
10,35.0,2008-01-04,E,E10,E10,3
5,10.0,2008-01-05,E,E5,E5,3
5,15.0,2008-01-05,E,E5,E5,3
9,75.0,2008-01-06,E,E9,E9D,3
7,,2008-01-07,V,V7,V7,3
3,,2008-01-08,V,V3,V3,3
13,10.0,2008-01-09,E,E13,E13,0
5,10.0,2008-01-09,E,E5,E5,0
5,13.0,2008-01-10,E,E5,E5,0
14,,2008-01-13,V,V14,V14,0
11,597.6,2008-01-15,E,E11,E11DD,0
6,35.0,2008-01-20,E,E6,E6,1
10,20.0,2008-01-22,E,E10,E10,1
11,10.0,2008-01-22,E,E11,E11,1
11,6.0,2008-01-22,E,E11,E11,1
6,8.0,2008-01-30,E,E6,E6,2
11,604.2,2008-02-01,E,E11,E11DD,2
3,35.0,2008-02-04,E,E3,E3,3
14,9.0,2008-02-08,E,E14,E14,0
11,,2008-02-08,V,V11,V11,0
6,38.0,2008-02-09,E,E6,E6,0
3,8.0,2008-02-10,E,E3,E3,0
0,83.0,2008-02-12,E,E0,E0D,0
6,19.0,2008-02-13,E,E6,E6,0
9,28.0,2008-02-14,E,E9,E9,0
9,29.0,2008-02-14,E,E9,E9,0
3,130.1,2008-02-16,E,E3,E3D,1
8,,2008-02-17,V,V8,V8,1
10,26.0,2008-02-20,E,E10,E10,1
9,9.9,2008-02-20,E,E9,E9,1
0,6.7,2008-02-21,E,E0,E0,1
9,12.0,2008-02-21,E,E9,E9,1
5,,2008-02-22,V,V5,V5,1
3,14.0,2008-02-23,E,E3,E3,1
10,22.0,2008-02-24,E,E10,E10,2
10,25.0,2008-02-25,E,E10,E10,2
10,25.0,2008-02-25,E,E10,E10,2
10,25.0,2008-02-25,E,E10,E10,2
1,15.0,2008-02-27,E,E1,E1,2
10,25.0,2008-03-03,E,E10,E10,3
7,10.0,2008-03-03,E,E7,E7,3
8,10.0,2008-03-03,E,E8,E8,3
8,24.0,2008-03-03,E,E8,E8,3
11,,2008-03-11,V,V11,V11,0
11,13.0,2008-03-12,E,E11,E11,0
11,10.0,2008-03-12,E,E11,E11,0
2,10.0,2008-03-13,E,E2,E2,0
1,10.0,2008-03-14,E,E1,E1,0
10,25.0,2008-03-15,E,E10,E10,0
11,25.0,2008-03-18,E,E11,E11,1
13,10.0,2008-03-20,E,E13,E13,1
6,45.0,2008-03-20,E,E6,E6,1
5,132.0,2008-03-22,E,E5,E5D,1
3,120.0,2008-03-24,E,E3,E3D,2
10,,2008-03-24,V,V10,V10,2
10,20.0,2008-03-29,E,E10,E10,2
6,,2008-04-05,V,V6,V6,3
11,35.0,2008-04-09,E,E11,E11,0
11,33.0,2008-04-09,E,E11,E11,0
11,35.0,2008-04-09,E,E11,E11,0
11,16.0,2008-04-09,E,E11,E11,0
11,11.0,2008-04-11,E,E11,E11,0
11,16.0,2008-04-12,E,E11,E11,0
3,140.2,2008-04-14,E,E3,E3D,0
14,33.0,2008-04-15,E,E14,E14,1
5,11.0,2008-04-15,E,E5,E5,1
6,,2008-04-15,V,V6,V6,1
11,10.0,2008-04-16,E,E11,E11,1
5,13.0,2008-04-16,E,E5,E5,1
11,553.8,2008-04-18,E,E11,E11DD,1
11,14.0,2008-04-19,E,E11,E11,1
6,13.0,2008-04-19,E,E6,E6,1
6,10.0,2008-04-19,E,E6,E6,1
8,10.0,2008-04-23,E,E8,E8,2
9,10.0,2008-04-24,E,E9,E9,2
11,10.0,2008-04-26,E,E11,E11,2
11,32.0,2008-04-28,E,E11,E11,2
11,35.0,2008-04-28,E,E11,E11,2
3,35.0,2008-04-28,E,E3,E3,2
14,,2008-04-29,V,V14,V14,2
5,14.0,2008-05-02,E,E5,E5,3
3,,2008-05-02,V,V3,V3,3
7,19.0,2008-05-07,E,E7,E7,0
7,23.3,2008-05-07,E,E7,E7,0
7,27.0,2008-05-07,E,E7,E7,0
7,,2008-05-08,V,V7,V7,0
1,76.0,2008-05-09,E,E1,E1D,0
8,19.0,2008-05-12,E,E8,E8,0
8,10.0,2008-05-12,E,E8,E8,0
10,,2008-05-13,V,V10,V10,0
9,,2008-05-13,V,V9,V9,0
10,10.0,2008-05-19,E,E10,E10,1
5,27.0,2008-05-20,E,E5,E5,1
14,8.0,2008-05-23,E,E14,E14,2
11,,2008-05-23,V,V11,V11,2
5,20.0,2008-05-25,E,E5,E5,2
8,18.0,2008-05-25,E,E8,E8,2
9,9.0,2008-05-29,E,E9,E9,2
14,,2008-05-29,V,V14,V14,2
2,9.0,2008-05-31,E,E2,E2,3
11,10.0,2008-06-01,E,E11,E11,3
8,31.0,2008-06-01,E,E8,E8,3
11,84.0,2008-06-03,E,E11,E11D,3
6,14.0,2008-06-03,E,E6,E6,3
4,10.0,2008-06-05,E,E4,E4,0
6,122.0,2008-06-06,E,E6,E6D,0
6,,2008-06-06,V,V6,V6,0
9,16.0,2008-06-08,E,E9,E9,0
6,,2008-06-12,V,V6,V6,1
7,7.8,2008-06-13,E,E7,E7,1
4,10.0,2008-06-15,E,E4,E4,1
7,18.0,2008-06-22,E,E7,E7,2
14,,2008-06-22,V,V14,V14,2
11,38.0,2008-06-26,E,E11,E11,2
10,17.0,2008-06-27,E,E10,E10,2
10,15.0,2008-06-28,E,E10,E10,3
7,326.0,2008-06-29,E,E7,E7DD,3
3,8.0,2008-06-30,E,E3,E3,3
11,581.2,2008-07-03,E,E11,E11DD,3
7,632.8,2008-07-05,E,E7,E7DD,0
14,,2008-07-05,V,V14,V14,0
3,123.0,2008-07-08,E,E3,E3D,0
8,43.0,2008-07-08,E,E8,E8,0
7,,2008-07-11,V,V7,V7,0
5,,2008-07-12,V,V5,V5,1
8,14.0,2008-07-13,E,E8,E8,1
11,,2008-07-13,V,V11,V11,1
9,52.0,2008-07-15,E,E9,E9,1
11,11.0,2008-07-19,E,E11,E11,1
11,10.0,2008-07-19,E,E11,E11,1
11,391.0,2008-07-19,E,E11,E11DD,1
7,22.0,2008-07-19,E,E7,E7,1
7,22.0,2008-07-21,E,E7,E7,2
7,108.0,2008-07-23,E,E7,E7D,2
7,27.0,2008-07-24,E,E7,E7,2
14,,2008-07-27,V,V14,V14,2
11,10.0,2008-07-28,E,E11,E11,3
7,,2008-07-29,V,V7,V7,3
14,,2008-07-30,V,V14,V14,3
6,173.9,2008-08-04,E,E6,E6D,0
8,6.0,2008-08-05,E,E8,E8,0
5,,2008-08-07,V,V5,V5,0
11,10.0,2008-08-09,E,E11,E11,0
11,10.0,2008-08-09,E,E11,E11,0
10,20.0,2008-08-10,E,E10,E10,1
7,,2008-08-10,V,V7,V7,1
8,,2008-08-10,V,V8,V8,1
9,13.0,2008-08-11,E,E9,E9,1
8,10.0,2008-08-15,E,E8,E8,1
11,8.0,2008-08-19,E,E11,E11,2
8,10.0,2008-08-21,E,E8,E8,2
2,6.0,2008-08-22,E,E2,E2,2
8,,2008-08-22,V,V8,V8,2
13,12.0,2008-08-25,E,E13,E13,2
14,154.0,2008-08-26,E,E14,E14D,3
8,16.0,2008-08-27,E,E8,E8,3
9,12.0,2008-08-28,E,E9,E9,3
11,75.0,2008-08-30,E,E11,E11D,3
8,11.0,2008-08-30,E,E8,E8,3
11,171.1,2008-09-01,E,E11,E11D,0
3,569.6,2008-09-03,E,E3,E3DD,0
11,36.0,2008-09-08,E,E11,E11,1
11,110.0,2008-09-08,E,E11,E11D,1
13,12.0,2008-09-10,E,E13,E13,1
14,9.0,2008-09-10,E,E14,E14,1
6,96.0,2008-09-11,E,E6,E6D,1
7,25.0,2008-09-11,E,E7,E7,1
4,11.0,2008-09-18,E,E4,E4,2
11,,2008-09-19,V,V11,V11,2
2,,2008-09-21,V,V2,V2,2
0,12.0,2008-09-24,E,E0,E0,3
13,4.0,2008-09-25,E,E13,E13,3
11,36.0,2008-09-29,E,E11,E11,3
11,10.0,2008-10-05,E,E11,E11,0
13,27.4,2008-10-05,E,E13,E13,0
13,10.0,2008-10-05,E,E13,E13,0
13,12.0,2008-10-06,E,E13,E13,0
7,,2008-10-08,V,V7,V7,1
14,23.0,2008-10-11,E,E14,E14,1
3,352.7,2008-10-12,E,E3,E3DD,1
14,24.0,2008-10-16,E,E14,E14,2
11,29.0,2008-10-19,E,E11,E11,2
14,,2008-10-21,V,V14,V14,2
11,233.4,2008-10-22,E,E11,E11D,2
11,10.0,2008-10-23,E,E11,E11,2
3,,2008-10-25,V,V3,V3,3
14,,2008-10-26,V,V14,V14,3
3,,2008-10-26,V,V3,V3,3
11,18.3,2008-10-28,E,E11,E11,3
13,15.0,2008-10-28,E,E13,E13,3
13,14.0,2008-10-29,E,E13,E13,0
4,10.0,2008-10-30,E,E4,E4,0
11,10.0,2008-11-01,E,E11,E11,0
11,,2008-11-01,V,V11,V11,0
11,,2008-11-01,V,V11,V11,0
5,36.0,2008-11-02,E,E5,E5,0
13,,2008-11-03,V,V13,V13,0
11,205.7,2008-11-04,E,E11,E11D,0
11,13.0,2008-11-07,E,E11,E11,1
6,10.0,2008-11-07,E,E6,E6,1
11,121.0,2008-11-08,E,E11,E11D,1
13,19.0,2008-11-10,E,E13,E13,1
6,30.0,2008-11-16,E,E6,E6,2
7,,2008-11-18,V,V7,V7,2
14,32.0,2008-11-19,E,E14,E14,2
11,118.0,2008-11-21,E,E11,E11D,2
14,,2008-11-21,V,V14,V14,2
10,24.0,2008-11-22,E,E10,E10,3
11,57.3,2008-11-22,E,E11,E11,3
9,10.0,2008-11-22,E,E9,E9,3
7,492.3,2008-11-24,E,E7,E7DD,3
11,386.0,2008-11-29,E,E11,E11DD,0
6,,2008-11-29,V,V6,V6,0
6,398.0,2008-12-06,E,E6,E6DD,1
2,11.0,2008-12-08,E,E2,E2,1
11,18.0,2008-12-09,E,E11,E11,1
11,224.1,2008-12-09,E,E11,E11D,1
11,51.0,2008-12-10,E,E11,E11,1
3,18.0,2008-12-18,E,E3,E3,2
3,25.0,2008-12-18,E,E3,E3,2
7,19.0,2008-12-20,E,E7,E7,2
7,,2008-12-23,V,V7,V7,3
11,9.0,2008-12-24,E,E11,E11,3
6,206.0,2008-12-25,E,E6,E6D,3
10,,2009-01-01,V,V10,V10,0
5,,2009-01-02,V,V5,V5,0
13,204.8,2009-01-03,E,E13,E13D,0
6,17.0,2009-01-03,E,E6,E6,0
6,23.0,2009-01-03,E,E6,E6,0
6,16.0,2009-01-06,E,E6,E6,1
14,14.0,2009-01-08,E,E14,E14,1
14,,2009-01-12,V,V14,V14,1
2,10.0,2009-01-13,E,E2,E2,2
11,27.0,2009-01-15,E,E11,E11,2
7,36.0,2009-01-15,E,E7,E7,2
10,,2009-01-15,V,V10,V10,2
11,33.0,2009-01-18,E,E11,E11,2
11,12.0,2009-01-19,E,E11,E11,2
11,35.0,2009-01-19,E,E11,E11,2
11,24.0,2009-01-21,E,E11,E11,3
7,,2009-01-21,V,V7,V7,3
11,44.0,2009-01-22,E,E11,E11,3
6,146.7,2009-01-22,E,E6,E6D,3
3,,2009-01-29,V,V3,V3,0
3,21.0,2009-02-02,E,E3,E3,0
14,15.0,2009-02-09,E,E14,E14,1
6,35.0,2009-02-11,E,E6,E6,1
6,20.0,2009-02-11,E,E6,E6,1
7,,2009-02-11,V,V7,V7,1
6,26.0,2009-02-12,E,E6,E6,2
6,35.0,2009-02-12,E,E6,E6,2
6,27.0,2009-02-12,E,E6,E6,2
14,21.0,2009-02-15,E,E14,E14,2
11,13.0,2009-02-17,E,E11,E11,2
11,25.0,2009-02-18,E,E11,E11,2
6,32.0,2009-02-22,E,E6,E6,3
3,15.0,2009-02-28,E,E3,E3,0
5,9.0,2009-03-06,E,E5,E5,1
14,9.0,2009-03-12,E,E14,E14,1
5,,2009-03-15,V,V5,V5,2
6,35.0,2009-03-16,E,E6,E6,2
11,,2009-03-17,V,V11,V11,2
11,31.0,2009-03-19,E,E11,E11,2
10,,2009-03-25,V,V10,V10,3
6,93.0,2009-03-28,E,E6,E6D,0
11,10.0,2009-04-01,E,E11,E11,0
10,,2009-04-01,V,V10,V10,0
7,,2009-04-01,V,V7,V7,0
6,48.0,2009-04-04,E,E6,E6,1
9,8.8,2009-04-06,E,E9,E9,1
7,31.0,2009-04-07,E,E7,E7,1
14,,2009-04-10,V,V14,V14,1
10,22.0,2009-04-15,E,E10,E10,2
3,20.0,2009-04-16,E,E3,E3,2
3,25.0,2009-04-17,E,E3,E3,2
7,35.0,2009-04-18,E,E7,E7,2
6,25.0,2009-04-19,E,E6,E6,2
7,152.0,2009-04-21,E,E7,E7D,3
10,,2009-04-21,V,V10,V10,3
11,131.7,2009-04-26,E,E11,E11D,0
6,,2009-05-02,V,V6,V6,0
14,108.0,2009-05-03,E,E14,E14D,0
14,6.0,2009-05-10,E,E14,E14,1
11,89.0,2009-05-12,E,E11,E11D,2
11,43.0,2009-05-16,E,E11,E11,2
11,4.0,2009-05-24,E,E11,E11,3
14,19.0,2009-05-28,E,E14,E14,0
11,15.0,2009-06-02,E,E11,E11,1
2,16.0,2009-06-04,E,E2,E2,1
7,29.0,2009-06-05,E,E7,E7,1
14,14.0,2009-06-06,E,E14,E14,1
7,,2009-06-11,V,V7,V7,2
11,15.0,2009-06-12,E,E11,E11,2
6,35.0,2009-06-14,E,E6,E6,2
2,10.0,2009-06-16,E,E2,E2,2
11,64.0,2009-06-23,E,E11,E11,0
5,,2009-06-25,V,V5,V5,0
13,,2009-06-28,V,V13,V13,0
9,19.0,2009-07-01,E,E9,E9,1
0,10.0,2009-07-03,E,E0,E0,1
14,38.0,2009-07-04,E,E14,E14,1
5,22.0,2009-07-06,E,E5,E5,1
12,19.0,2009-07-07,E,E12,E12,1
4,12.0,2009-07-08,E,E4,E4,1
3,198.9,2009-07-12,E,E3,E3D,2
8,17.0,2009-07-13,E,E8,E8,2
11,13.4,2009-07-15,E,E11,E11,2
11,12.0,2009-07-15,E,E11,E11,2
11,12.0,2009-07-15,E,E11,E11,2
4,10.0,2009-08-01,E,E4,E4,1
7,,2009-08-01,V,V7,V7,1
6,20.0,2009-08-02,E,E6,E6,1
0,10.0,2009-08-03,E,E0,E0,1
0,10.0,2009-08-03,E,E0,E0,1
11,10.0,2009-08-05,E,E11,E11,1
8,25.0,2009-08-05,E,E8,E8,1
7,292.0,2009-08-09,E,E7,E7D,2
10,24.0,2009-08-10,E,E10,E10,2
11,35.0,2009-08-10,E,E11,E11,2
7,40.4,2009-08-10,E,E7,E7,2
7,53.0,2009-08-12,E,E7,E7,2
10,20.0,2009-08-16,E,E10,E10,3
8,20.0,2009-08-17,E,E8,E8,3
8,15.0,2009-08-17,E,E8,E8,3
11,269.8,2009-08-18,E,E11,E11D,3
9,6.0,2009-08-20,E,E9,E9,3
13,13.0,2009-08-28,E,E13,E13,0
6,642.4,2009-08-28,E,E6,E6DD,0
11,11.0,2009-08-30,E,E11,E11,1
11,,2009-09-01,V,V11,V11,1
10,46.0,2009-09-02,E,E10,E10,1
11,257.0,2009-09-02,E,E11,E11D,1
8,163.0,2009-09-03,E,E8,E8D,1
14,,2009-09-06,V,V14,V14,2
10,23.0,2009-09-07,E,E10,E10,2
13,15.0,2009-09-07,E,E13,E13,2
7,36.0,2009-09-10,E,E7,E7,2
14,14.0,2009-09-12,E,E14,E14,2
8,,2009-09-15,V,V8,V8,3
4,10.0,2009-09-17,E,E4,E4,3
13,14.0,2009-09-21,E,E13,E13,0
11,10.0,2009-09-23,E,E11,E11,0
0,13.0,2009-09-24,E,E0,E0,0
10,,2009-09-27,V,V10,V10,1
11,,2009-09-27,V,V11,V11,1
11,18.0,2009-09-29,E,E11,E11,1
11,10.0,2009-09-29,E,E11,E11,1
11,10.0,2009-09-29,E,E11,E11,1
10,81.0,2009-09-30,E,E10,E10D,1
10,9.0,2009-10-01,E,E10,E10,1
11,10.0,2009-10-02,E,E11,E11,1
11,8.0,2009-10-02,E,E11,E11,1
5,,2009-10-02,V,V5,V5,1
8,28.0,2009-10-03,E,E8,E8,1
6,620.0,2009-10-04,E,E6,E6DD,1
11,45.0,2009-10-07,E,E11,E11,2
11,35.0,2009-10-07,E,E11,E11,2
11,21.0,2009-10-07,E,E11,E11,2
11,31.1,2009-10-07,E,E11,E11,2
6,574.0,2009-10-07,E,E6,E6DD,2
11,35.0,2009-10-08,E,E11,E11,2
11,35.0,2009-10-08,E,E11,E11,2
11,44.7,2009-10-08,E,E11,E11,2
11,35.0,2009-10-08,E,E11,E11,2
7,112.0,2009-10-10,E,E7,E7D,2
11,10.0,2009-10-11,E,E11,E11,2
11,42.0,2009-10-12,E,E11,E11,2
2,10.0,2009-10-12,E,E2,E2,2
5,14.0,2009-10-13,E,E5,E5,3
5,24.0,2009-10-13,E,E5,E5,3
6,32.0,2009-10-13,E,E6,E6,3
11,10.0,2009-10-14,E,E11,E11,3
4,10.0,2009-10-15,E,E4,E4,3
6,105.7,2009-10-15,E,E6,E6D,3
10,38.0,2009-10-16,E,E10,E10,3
11,18.0,2009-10-19,E,E11,E11,0
13,185.9,2009-10-22,E,E13,E13D,0
14,18.0,2009-10-22,E,E14,E14,0
11,31.1,2009-10-23,E,E11,E11,0
6,130.0,2009-10-24,E,E6,E6D,0
11,417.9,2009-10-25,E,E11,E11DD,0
3,10.0,2009-10-27,E,E3,E3,1
13,210.0,2009-10-29,E,E13,E13D,1
8,34.0,2009-10-30,E,E8,E8,1
14,,2009-11-01,V,V14,V14,1
11,9.0,2009-11-02,E,E11,E11,1
11,10.0,2009-11-05,E,E11,E11,2
2,,2009-11-05,V,V2,V2,2
6,18.0,2009-11-08,E,E6,E6,2
11,595.0,2009-11-09,E,E11,E11DD,2
10,23.0,2009-11-10,E,E10,E10,2
3,27.0,2009-11-13,E,E3,E3,3
3,220.4,2009-11-14,E,E3,E3D,3
8,,2009-11-15,V,V8,V8,3
5,17.0,2009-11-17,E,E5,E5,0
11,435.7,2009-11-22,E,E11,E11DD,0
11,522.6,2009-11-22,E,E11,E11DD,0
3,,2009-11-22,V,V3,V3,0
11,18.0,2009-11-24,E,E11,E11,0
11,28.0,2009-11-28,E,E11,E11,1
6,15.0,2009-11-28,E,E6,E6,1
6,38.8,2009-11-28,E,E6,E6,1
4,10.0,2009-12-03,E,E4,E4,2
10,21.0,2009-12-09,E,E10,E10,2
11,45.0,2009-12-09,E,E11,E11,2
9,10.0,2009-12-09,E,E9,E9,2
7,656.2,2009-12-10,E,E7,E7DD,2
14,,2009-12-11,V,V14,V14,3
11,39.0,2009-12-14,E,E11,E11,3
7,,2009-12-17,V,V7,V7,0
2,6.0,2009-12-19,E,E2,E2,0
8,43.0,2009-12-19,E,E8,E8,0
10,19.0,2009-12-23,E,E10,E10,0
7,392.0,2009-12-24,E,E7,E7DD,0
6,85.0,2009-12-26,E,E6,E6D,1
4,10.0,2009-12-31,E,E4,E4,1
14,,2010-01-01,V,V14,V14,1
1,8.0,2010-01-02,E,E1,E1,2
9,,2010-01-02,V,V9,V9,2
11,10.0,2010-01-03,E,E11,E11,2
11,10.0,2010-01-03,E,E11,E11,2
11,15.4,2010-01-05,E,E11,E11,2
11,35.0,2010-01-05,E,E11,E11,2
3,13.0,2010-01-05,E,E3,E3,2
14,,2010-01-05,V,V14,V14,2
11,12.0,2010-01-09,E,E11,E11,2
0,28.74,2010-01-10,E,E0,E0,3
14,13.0,2010-01-12,E,E14,E14,3
14,10.0,2010-01-12,E,E14,E14,3
3,5.0,2010-01-17,E,E3,E3,0
13,,2010-01-29,V,V13,V13,1
11,32.0,2010-02-01,E,E11,E11,2
1,,2010-02-03,V,V1,V1,2
2,1.0,2010-02-05,E,E2,E2,2
7,30.0,2010-02-06,E,E7,E7,2
8,21.0,2010-02-07,E,E8,E8,2
11,10.0,2010-02-09,E,E11,E11,3
11,11.0,2010-02-13,E,E11,E11,3
6,126.0,2010-02-15,E,E6,E6D,0
7,577.7,2010-02-18,E,E7,E7DD,0
11,15.0,2010-02-22,E,E11,E11,0
8,25.0,2010-02-26,E,E8,E8,1
3,35.0,2010-02-27,E,E3,E3,1
3,31.1,2010-02-27,E,E3,E3,1
3,19.0,2010-02-27,E,E3,E3,1
3,10.0,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,22.9,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,39.8,2010-02-27,E,E3,E3,1
3,35.0,2010-02-27,E,E3,E3,1
3,46.0,2010-02-28,E,E3,E3,1
3,20.0,2010-03-03,E,E3,E3,2
11,176.0,2010-03-04,E,E11,E11D,2
3,24.2,2010-03-04,E,E3,E3,2
3,114.0,2010-03-04,E,E3,E3D,2
8,21.0,2010-03-04,E,E8,E8,2
10,26.0,2010-03-05,E,E10,E10,2
3,18.0,2010-03-05,E,E3,E3,2
3,29.9,2010-03-05,E,E3,E3,2
4,18.0,2010-03-07,E,E4,E4,2
1,427.0,2010-03-08,E,E1,E1DD,2
9,12.0,2010-03-08,E,E9,E9,2
3,11.0,2010-03-11,E,E3,E3,3
3,18.0,2010-03-11,E,E3,E3,3
3,31.5,2010-03-11,E,E3,E3,3
6,53.0,2010-03-14,E,E6,E6,3
