,VEI,cluster,latitude,longitude,startday,startmonth,startyear,type
2163,1,1,32.884,131.104,26,5,1954,V
2164,3,7,-5.525,148.42,18,5,1954,V
2165,3,8,-39.157,175.632,13,5,1954,V
2166,1,1,42.688,141.38,2,5,1954,V
2167,2,7,-4.08,145.037,0,5,1954,V
2168,2,9,-8.2,119.07,26,4,1954,V
2169,2,9,-53.106,73.513,13,4,1954,V
2170,1,3,-1.408,29.2,21,2,1954,V
2171,2,1,55.832,160.326,21,2,1954,V
2172,2,4,12.506,-86.702,0,2,1954,V
2173,1,3,64.416,-17.316,15,1,1954,V
2174,1,1,43.384,144.013,7,1,1954,V
2175,,6,-21.244,55.708,0,1,1954,V
2176,2,7,-16.25,168.12,0,0,1954,V
2177,0,1,29.638,129.714,0,0,1954,V
2178,0,8,-39.157,175.632,28,12,1953,V
2179,3,1,36.406,138.523,27,12,1953,V
2180,1,1,32.884,131.104,0,12,1953,V
2181,1,2,55.417,-161.894,25,11,1953,V
2182,2,9,1.112,124.737,0,11,1953,V
2183,0,4,12.3,-61.64,30,10,1953,V
2184,1,1,37.125,139.963,24,10,1953,V
2185,0,9,-8.42,116.47,15,10,1953,V
2186,1,1,34.724,139.394,5,10,1953,V
2187,2,2,54.756,-163.97,4,10,1953,V
2188,2,9,-6.102,105.423,21,9,1953,V
2189,1,1,42.688,141.38,14,9,1953,V
2190,2,9,-8.897,121.645,4,9,1953,V
2191,3,4,-0.83,-91.17,27,8,1953,V
2192,2,9,-53.106,73.513,20,8,1953,V
2193,2,9,-7.242,109.208,0,8,1953,V
2194,4,2,61.299,-152.251,9,7,1953,V
2195,2,7,-2.38,147.35,27,6,1953,V
2196,2,1,56.056,160.642,7,6,1953,V
2197,3,7,-6.137,155.196,0,6,1953,V
2198,,9,-8.508,124.13,0,6,1953,V
2199,3,7,-5.358,147.12,8,5,1953,V
2200,2,7,-16.25,168.12,0,5,1953,V
2201,2,1,32.884,131.104,27,4,1953,V
2202,3,4,14.473,-90.88,9,4,1953,V
2203,2,7,-4.08,145.037,0,4,1953,V
2204,2,9,-7.2,109.92,24,3,1953,V
2205,3,9,-8.2,119.07,19,3,1953,V
2206,2,9,-6.102,105.423,17,3,1953,V
2207,2,6,-21.244,55.708,13,3,1953,V
2208,2,9,-7.542,110.442,2,3,1953,V
2209,,2,58.172,-155.361,17,2,1953,V
2210,3,2,58.236,-155.1,15,2,1953,V
2211,3,7,-16.68,168.37,12,2,1953,V
2212,1,7,-16.829,168.536,12,2,1953,V
2213,3,9,-8.119,114.056,31,1,1953,V
2214,2,9,2.78,125.4,0,0,1953,V
2215,2,2,54.134,-165.986,0,0,1953,V
2216,0,1,24.417,141.417,0,0,1953,V
2217,2,1,54.049,159.443,0,0,1953,V
2218,0,4,-0.43,-91.12,0,0,1953,V
2219,2,1,54.135,159.674,5,12,1952,V
2220,2,8,-39.157,175.632,29,11,1952,V
2221,3,1,49.35,154.7,12,11,1952,V
2222,1,1,50.148,155.373,5,11,1952,V
2223,2,1,54.049,159.443,0,11,1952,V
2224,2,1,20.538,144.896,26,10,1952,V
2225,1,4,12.495,-86.688,23,10,1952,V
2226,2,9,-6.102,105.423,10,10,1952,V
2227,1,7,-16.829,168.536,3,10,1952,V
2228,2,1,31.888,139.918,16,9,1952,V
2229,,1,43.418,142.686,17,8,1952,V
2230,0,9,-7.725,112.58,15,8,1952,V
2231,2,7,-16.25,168.12,10,8,1952,V
2232,3,5,19.3,-110.82,1,8,1952,V
2233,2,9,1.38,127.53,16,7,1952,V
2234,1,9,-6.77,107.6,4,7,1952,V
2235,1,8,-39.28,175.57,0,7,1952,V
2236,2,1,36.799,139.376,0,7,1952,V
2237,0,2,19.421,-155.287,27,6,1952,V
2238,2,1,36.406,138.523,7,6,1952,V
2239,2,6,-21.244,55.708,19,5,1952,V
2240,1,9,-8.058,114.242,22,4,1952,V
2241,2,7,-9.02,157.95,16,4,1952,V
2242,2,9,-3.52,102.62,1,4,1952,V
2243,1,9,-8.53,123.57,24,3,1952,V
2244,2,4,10.2,-84.233,23,3,1952,V
2245,2,9,19.077,122.202,16,3,1952,V
2246,4,7,-6.137,155.196,29,2,1952,V
2247,2,6,-11.75,43.38,10,2,1952,V
2248,2,9,2.78,125.4,0,2,1952,V
2249,2,2,51.79,-178.794,17,1,1952,V
2250,2,1,46.042,150.083,15,1,1952,V
2251,2,9,-1.697,101.264,0,1,1952,V
2252,2,9,1.352,124.865,0,0,1952,V
2253,1,2,53.891,-166.923,20,12,1951,V
2254,2,9,-8.272,123.505,15,12,1951,V
2255,2,7,-9.02,157.95,1,12,1951,V
2256,2,1,56.056,160.642,19,11,1951,V
2257,2,3,-1.408,29.2,16,11,1951,V
2258,2,9,-8.53,123.57,12,11,1951,V
2259,2,0,-23.37,-67.73,0,11,1951,V
2260,3,7,-10.38,165.8,23,10,1951,V
2261,2,2,54.134,-165.986,0,10,1951,V
2262,2,2,55.417,-161.894,0,10,1951,V
2263,1,3,37.734,15.004,21,9,1951,V
2264,1,6,-21.244,55.708,10,9,1951,V
2265,4,9,-7.93,112.308,31,8,1951,V
2266,2,8,-18.02,-174.325,21,8,1951,V
2267,2,1,20.538,144.896,0,8,1951,V
2268,2,1,42.688,141.38,28,7,1951,V
2269,1,3,-1.408,29.2,25,7,1951,V
2270,2,0,-16.355,-70.903,23,7,1951,V
2271,,2,58.172,-155.361,22,7,1951,V
2272,1,1,45.1,148.019,15,7,1951,V
2273,0,1,21.93,143.47,15,7,1951,V
2274,2,4,12.602,-86.845,15,7,1951,V
2275,3,9,1.358,124.792,2,7,1951,V
2276,2,4,11.538,-85.622,0,7,1951,V
2277,2,9,-7.242,109.208,26,6,1951,V
2278,2,3,14.95,-24.35,12,6,1951,V
2279,1,8,-38.12,176.5,0,6,1951,V
2280,2,6,35.52,80.2,27,5,1951,V
2281,2,5,18.78,-110.95,22,5,1951,V
2282,2,1,32.884,131.104,4,5,1951,V
2283,2,8,-39.157,175.632,0,5,1951,V
2284,2,2,54.756,-163.97,0,4,1951,V
2285,1,8,-39.28,175.57,19,3,1951,V
2286,2,9,-6.892,108.4,1,3,1951,V
2287,2,9,-7.242,109.208,11,2,1951,V
2288,1,1,39.964,140.757,0,2,1951,V
2289,2,1,42.688,141.38,29,1,1951,V
2290,4,7,-8.95,148.15,17,1,1951,V
2291,2,9,-8.342,123.258,0,0,1951,V
2292,2,9,1.38,127.53,0,0,1951,V
2293,,4,-0.92,-91.408,0,0,1951,V
2294,4,7,-16.25,168.12,6,12,1950,V
2295,2,7,-9.02,157.95,1,12,1950,V
2296,2,3,37.734,15.004,25,11,1950,V
2297,3,4,12.506,-86.702,21,11,1950,V
2298,,2,52.076,-176.13,5,11,1950,V
2299,2,1,32.884,131.104,0,11,1950,V
2300,2,9,-7.725,112.58,30,10,1950,V
2301,2,9,1.38,127.53,0,10,1950,V
2302,2,9,-0.381,100.473,27,9,1950,V
2303,1,1,36.406,138.523,23,9,1950,V
2304,2,9,-8.53,123.57,10,9,1950,V
2305,2,6,-21.244,55.708,30,8,1950,V
2306,2,2,55.417,-161.894,31,7,1950,V
2307,2,9,-8.108,112.92,23,7,1950,V
2308,2,1,34.724,139.394,16,7,1950,V
2309,2,9,-6.102,105.423,3,7,1950,V
2310,2,2,58.236,-155.1,2,7,1950,V
2311,1,1,31.593,130.657,29,6,1950,V
2312,1,8,-39.28,175.57,26,6,1950,V
2313,2,8,-39.157,175.632,16,6,1950,V
2314,0,2,19.475,-155.608,1,6,1950,V
2315,2,9,-7.942,112.95,27,5,1950,V
2316,2,0,-59.017,-26.533,27,3,1950,V
2317,2,9,-8.342,123.258,0,3,1950,V
2318,1,9,-3.52,102.62,0,3,1950,V
2319,2,6,-21.244,55.708,25,2,1950,V
2320,1,1,37.735,140.244,10,2,1950,V
2321,2,9,-53.106,73.513,24,1,1950,V
2322,2,1,38.961,140.788,15,1,1950,V
2323,2,4,1.22,-77.37,12,1,1950,V
2324,2,3,36.404,25.396,10,1,1950,V
2325,1,1,39.964,140.757,0,0,1950,V
2326,0,4,9.83,-104.3,0,0,1950,V
2327,1,2,51.79,-178.794,0,0,1950,V
2328,1,2,52.076,-176.13,30,12,1949,V
2329,2,1,32.884,131.104,26,12,1949,V
2330,1,4,15.132,-92.109,22,12,1949,V
2331,1,3,37.734,15.004,3,12,1949,V
2332,2,3,37.734,15.004,2,12,1949,V
2333,2,4,14.473,-90.88,0,11,1949,V
2334,2,9,-0.381,100.473,15,10,1949,V
2335,2,1,29.638,129.714,0,10,1949,V
2336,3,7,-16.829,168.536,0,10,1949,V
2337,2,9,2.78,125.4,14,9,1949,V
2338,1,9,1.358,124.792,14,9,1949,V
2339,2,0,-38.692,-71.729,0,9,1949,V
2340,1,1,39.964,140.757,30,8,1949,V
2341,2,3,28.57,-17.83,24,6,1949,V
2342,2,9,-8.342,123.258,12,6,1949,V
2343,,2,58.236,-155.1,0,6,1949,V
2344,2,4,12.506,-86.702,0,6,1949,V
2345,2,4,2.32,-76.4,26,5,1949,V
2346,2,9,-6.102,105.423,12,5,1949,V
2347,2,1,56.056,160.642,0,5,1949,V
2348,2,9,-0.381,100.473,29,4,1949,V
2349,2,0,-35.653,-70.761,15,4,1949,V
2350,2,9,-8.53,123.57,9,4,1949,V
2351,3,7,-16.829,168.536,0,4,1949,V
2352,2,1,36.406,138.523,10,3,1949,V
2353,2,8,-39.157,175.632,9,2,1949,V
2354,2,1,36.921,138.036,5,2,1949,V
2355,2,9,-8.342,123.258,4,2,1949,V
2356,0,2,19.475,-155.608,6,1,1949,V
2357,2,9,2.3,125.37,5,1,1949,V
2358,2,9,1.38,127.53,0,0,1949,V
2359,0,9,-8.42,116.47,0,0,1949,V
2360,2,7,-22.33,171.32,0,0,1949,V
2361,0,4,-0.92,-91.408,0,0,1949,V
2362,3,7,-6.137,155.196,1,12,1948,V
2363,2,9,2.78,125.4,0,12,1948,V
2364,2,9,-6.77,106.965,15,11,1948,V
2365,2,9,-7.242,109.208,14,11,1948,V
2366,3,4,13.813,-89.633,4,11,1948,V
2367,3,0,-39.42,-71.93,9,10,1948,V
2368,2,9,-7.542,110.442,29,9,1948,V
2369,2,7,-16.829,168.536,22,9,1948,V
2370,3,9,9.203,124.673,1,9,1948,V
2371,2,8,-39.157,175.632,0,9,1948,V
2372,1,4,11.984,-86.161,0,9,1948,V
2373,2,4,-0.83,-91.17,0,8,1948,V
2374,2,1,56.056,160.642,0,8,1948,V
2375,1,1,31.593,130.657,27,7,1948,V
2376,0,4,-0.92,-91.408,30,6,1948,V
2377,2,4,12.602,-86.845,0,6,1948,V
2378,1,8,-39.28,175.57,1,5,1948,V
2379,2,8,-39.157,175.632,30,4,1948,V
2380,2,9,-8.342,123.258,29,4,1948,V
2381,2,2,54.134,-165.986,29,4,1948,V
2382,2,6,-11.75,43.38,22,4,1948,V
2383,2,0,-39.42,-71.93,10,4,1948,V
2384,1,1,32.884,131.104,9,4,1948,V
2385,2,9,-8.53,123.57,7,4,1948,V
2386,2,4,12.506,-86.702,31,3,1948,V
2387,2,3,-1.408,29.2,1,3,1948,V
2388,3,9,-7.942,112.95,15,2,1948,V
2389,2,6,-21.244,55.708,14,2,1948,V
2390,2,4,0.02,-91.35,24,1,1948,V
2391,2,4,12.602,-86.845,0,1,1948,V
2392,1,4,11.538,-85.622,0,0,1948,V
2393,1,4,10.2,-84.233,0,0,1948,V
2394,2,2,54.756,-163.97,0,0,1948,V
2395,1,1,39.964,140.757,0,0,1948,V
2396,2,9,2.78,125.4,1,12,1947,V
2397,2,1,52.559,158.03,0,12,1947,V
2398,2,9,-6.77,106.965,2,9,1947,V
2399,2,9,1.112,124.737,22,8,1947,V
2400,3,4,12.506,-86.702,9,7,1947,V
2401,1,1,36.406,138.523,0,6,1947,V
2402,2,1,32.884,131.104,26,5,1947,V
2403,2,4,2.32,-76.4,27,4,1947,V
2404,2,9,-8.508,124.13,0,4,1947,V
2405,2,1,54.049,159.443,0,4,1947,V
2406,4,3,63.983,-19.666,29,3,1947,V
2407,2,7,-3.613,144.818,13,3,1947,V
2408,1,3,37.734,15.004,24,2,1947,V
2409,2,9,2.78,125.4,9,2,1947,V
2410,2,8,-77.53,167.17,0,2,1947,V
2411,3,3,37.734,15.004,29,1,1947,V
2412,2,9,13.257,123.685,8,1,1947,V
2413,2,8,-37.52,177.18,0,1,1947,V
2414,2,1,55.832,160.326,0,1,1947,V
2415,0,1,20.538,144.896,0,1,1947,V
2416,1,4,19.023,-98.622,0,1,1947,V
2417,2,4,14.473,-90.88,0,0,1947,V
2418,2,6,-21.244,55.708,0,0,1947,V
2419,1,0,-39.42,-71.93,0,0,1947,V
2420,2,1,32.884,131.104,30,12,1946,V
2421,2,9,-6.102,105.423,26,12,1946,V
2422,3,7,-4.08,145.037,1,12,1946,V
2423,2,2,54.134,-165.986,0,12,1946,V
2424,2,1,38.961,140.788,24,11,1946,V
2425,1,8,-39.28,175.57,21,11,1946,V
2426,4,1,48.092,153.2,9,11,1946,V
2427,1,4,10.2,-84.233,4,11,1946,V
2428,2,1,36.406,138.523,29,10,1946,V
2429,2,9,-8.108,112.92,29,10,1946,V
2430,2,1,56.056,160.642,23,10,1946,V
2431,1,4,10.748,-85.153,14,9,1946,V
2432,2,8,-15.6,-175.63,9,9,1946,V
2433,2,1,54.049,159.443,0,9,1946,V
2434,2,2,54.756,-163.97,0,8,1946,V
2435,1,9,-6.102,105.423,25,7,1946,V
2436,2,0,-38.692,-71.729,23,7,1946,V
2437,2,6,-21.244,55.708,18,6,1946,V
2438,1,4,11.984,-86.161,0,6,1946,V
2439,2,1,32.884,131.104,29,4,1946,V
2440,2,1,46.042,150.083,15,4,1946,V
2441,2,1,54.049,159.443,0,4,1946,V
2442,2,8,-39.28,175.57,0,4,1946,V
2443,2,4,12.602,-86.845,0,4,1946,V
2444,2,4,2.32,-76.4,0,3,1946,V
2445,2,1,31.888,139.918,4,2,1946,V
2446,1,3,37.734,15.004,0,2,1946,V
2447,2,9,-8.108,112.92,0,2,1946,V
2448,2,1,31.593,130.657,0,1,1946,V
2449,2,0,-36.863,-71.377,0,0,1946,V
2450,2,0,-33.425,-69.797,0,0,1946,V
2451,2,1,30.443,130.217,3,11,1945,V
2452,2,1,32.884,131.104,16,9,1945,V
2453,2,1,54.049,159.443,0,9,1945,V
2454,2,1,54.135,159.674,0,9,1945,V
2455,2,1,52.449,158.196,23,6,1945,V
2456,3,1,56.056,160.642,19,6,1945,V
2457,2,9,-8.108,112.92,12,6,1945,V
2458,1,3,37.734,15.004,5,6,1945,V
2459,2,2,53.43,-168.13,4,6,1945,V
2460,2,6,-21.244,55.708,15,4,1945,V
2461,3,0,-38.692,-71.729,31,3,1945,V
2462,3,8,-39.28,175.57,8,3,1945,V
2463,2,2,52.076,-176.13,0,3,1945,V
2464,4,1,53.256,158.836,25,2,1945,V
2465,1,0,-49.02,-73.55,15,1,1945,V
2466,,0,-41.326,-72.614,0,0,1945,V
2467,2,7,-6.137,155.196,0,0,1945,V
2468,2,9,-6.102,105.423,0,0,1945,V
2469,2,9,-8.42,116.47,25,12,1944,V
2470,3,1,56.056,160.642,9,12,1944,V
2471,2,9,-7.2,109.92,4,12,1944,V
2472,2,4,14.473,-90.88,1,12,1944,V
2473,1,1,24.751,141.289,0,12,1944,V
2474,1,1,38.961,140.788,20,11,1944,V
2475,2,1,56.653,161.36,5,11,1944,V
2476,2,8,-39.28,175.57,0,10,1944,V
2477,2,9,-8.342,123.258,0,8,1944,V
2478,1,1,42.688,141.38,2,7,1944,V
2479,2,9,-8.119,114.056,30,6,1944,V
2480,2,1,42.544,140.839,23,6,1944,V
2481,3,2,52.825,-169.944,10,6,1944,V
2482,2,9,-7.242,109.208,9,5,1944,V
2483,2,6,-21.244,55.708,11,4,1944,V
2484,2,4,11.538,-85.622,0,4,1944,V
2485,2,2,56.17,-159.38,28,3,1944,V
2486,3,4,-0.077,-77.656,24,2,1944,V
2487,2,1,36.406,138.523,0,1,1944,V
2488,2,7,-3.613,144.818,0,0,1944,V
2489,2,9,-6.102,105.423,0,0,1944,V
2490,,0,-37.856,-71.183,0,0,1944,V
2491,2,0,-38.692,-71.729,0,0,1944,V
2492,2,1,32.884,131.104,9,12,1943,V
2493,2,4,12.602,-86.845,0,12,1943,V
2494,2,7,-4.271,152.203,24,11,1943,V
2495,1,9,-7.2,109.92,3,11,1943,V
2496,0,4,12.3,-61.64,5,10,1943,V
2497,2,9,-7.242,109.208,2,10,1943,V
2498,2,8,-15.6,-175.63,26,9,1943,V
2499,3,7,-9.57,149.075,18,9,1943,V
2500,2,1,32.884,131.104,21,6,1943,V
2501,1,2,53.43,-168.13,0,6,1943,V
2502,3,4,-0.92,-91.408,13,4,1943,V
2503,1,7,-6.137,155.196,7,4,1943,V
2504,2,6,-21.244,55.708,30,3,1943,V
2505,2,9,-8.119,114.056,17,3,1943,V
2506,2,4,4.658,-75.33,0,3,1943,V
2507,4,5,19.85,-101.75,20,2,1943,V
2508,2,1,54.049,159.443,1,2,1943,V
2509,2,1,20.538,144.896,0,0,1943,V
2510,2,9,-6.102,105.423,0,0,1943,V
2511,,9,-0.381,100.473,0,0,1943,V
2512,1,9,13.257,123.685,0,0,1943,V
2513,,7,-5.358,147.12,0,0,1943,V
2514,3,1,42.063,140.677,16,11,1942,V
2515,2,6,-21.244,55.708,5,10,1942,V
2516,2,9,1.358,124.792,3,9,1942,V
2517,1,9,-7.32,107.73,15,8,1942,V
2518,2,8,-39.28,175.57,10,8,1942,V
2519,1,1,31.593,130.657,16,7,1942,V
2520,2,3,37.734,15.004,30,6,1942,V
2521,2,0,-38.692,-71.729,9,6,1942,V
2522,2,7,-16.25,168.12,6,6,1942,V
2523,2,9,-7.542,110.442,30,5,1942,V
2524,0,2,19.475,-155.608,26,4,1942,V
2525,1,1,36.618,138.528,2,2,1942,V
2526,2,9,-6.102,105.423,29,1,1942,V
2527,1,7,-9.02,157.95,0,0,1942,V
2528,1,4,19.023,-98.622,0,0,1942,V
2529,1,2,51.923,-177.168,0,0,1942,V
2530,2,9,-8.119,114.056,13,12,1941,V
2531,2,9,2.78,125.4,30,10,1941,V
2532,2,3,37.734,15.004,0,10,1941,V
2533,2,9,-8.108,112.92,21,9,1941,V
2534,1,9,13.257,123.685,13,9,1941,V
2535,0,9,-8.82,121.18,23,8,1941,V
2536,2,0,-38.692,-71.729,23,6,1941,V
2537,2,7,-4.271,152.203,6,6,1941,V
2538,2,1,31.593,130.657,28,4,1941,V
2539,,1,20.538,144.896,28,3,1941,V
2540,2,9,-6.102,105.423,28,1,1941,V
2541,2,7,-5.05,151.33,26,1,1941,V
2542,1,1,36.618,138.528,19,1,1941,V
2543,1,6,-21.244,55.708,0,0,1941,V
2544,1,4,10.2,-84.233,0,0,1941,V
2545,2,1,29.638,129.714,29,11,1940,V
2546,3,1,55.832,160.326,0,11,1940,V
2547,2,8,-39.157,175.632,0,9,1940,V
2548,1,1,34.724,139.394,18,8,1940,V
2549,3,3,-2.764,35.914,24,7,1940,V
2550,3,1,34.094,139.526,12,7,1940,V
2551,2,9,-4.03,103.13,0,7,1940,V
2552,2,9,2.78,125.4,20,6,1940,V
2553,2,4,12.602,-86.845,0,6,1940,V
2554,1,1,38.144,140.44,18,5,1940,V
2555,2,9,-7.942,112.95,25,4,1940,V
2556,2,1,31.593,130.657,24,4,1940,V
2557,2,1,32.884,131.104,20,4,1940,V
2558,1,1,36.618,138.528,7,4,1940,V
2559,0,2,19.475,-155.608,7,4,1940,V
2560,1,9,-4.43,103.67,0,4,1940,V
2561,2,8,-39.28,175.57,0,4,1940,V
2562,2,9,-7.242,109.208,15,3,1940,V
2563,2,9,2.78,125.4,1,3,1940,V
2564,1,7,-4.271,152.203,4,2,1940,V
2565,2,1,55.832,160.326,0,2,1940,V
2566,2,1,53.589,159.15,0,1,1940,V
2567,2,1,54.049,159.443,0,0,1940,V
2568,,1,46.042,150.083,0,0,1940,V
2569,0,3,13.6,40.67,0,0,1940,V
2570,2,9,-8.119,114.056,0,0,1940,V
2571,2,0,-23.37,-67.73,0,0,1940,V
2572,2,4,-0.677,-78.436,0,0,1940,V
2573,0,4,-0.92,-91.408,0,0,1940,V
2574,2,9,-4.03,103.13,19,12,1939,V
2575,2,9,-8.542,122.775,17,12,1939,V
2576,2,9,-7.542,110.442,13,12,1939,V
2577,2,9,-7.242,109.208,4,12,1939,V
2578,2,9,-3.52,102.62,19,11,1939,V
2579,2,7,-16.507,168.346,1,11,1939,V
2580,2,2,56.17,-159.38,0,11,1939,V
2581,2,4,12.602,-86.845,0,11,1939,V
2582,2,1,31.593,130.657,26,10,1939,V
2583,1,9,-7.2,109.92,13,10,1939,V
2584,1,9,11.523,124.535,26,9,1939,V
2585,2,1,55.832,160.326,25,9,1939,V
2586,1,1,34.724,139.394,1,9,1939,V
2587,1,9,13.257,123.685,21,8,1939,V
2588,2,3,36.404,25.396,20,8,1939,V
2589,3,1,30.484,140.303,17,8,1939,V
2590,2,8,-39.157,175.632,0,8,1939,V
2591,1,4,12.3,-61.64,24,7,1939,V
2592,2,9,-4.03,103.13,18,7,1939,V
2593,2,9,-7.942,112.95,24,6,1939,V
2594,2,1,36.227,137.587,4,6,1939,V
2595,2,8,-18.02,-174.325,0,6,1939,V
2596,3,2,56.17,-159.38,23,5,1939,V
2597,2,4,9.979,-83.852,18,5,1939,V
2598,2,4,13.434,-88.269,0,5,1939,V
2599,2,1,52.449,158.196,0,5,1939,V
2600,2,7,-9.02,157.95,30,4,1939,V
2601,1,9,-6.75,106.7,6,4,1939,V
2602,2,9,-7.242,109.208,29,3,1939,V
2603,2,7,-16.507,168.346,2,2,1939,V
2604,2,4,-0.677,-78.436,2,2,1939,V
2605,2,4,13.813,-89.633,0,2,1939,V
2606,1,1,36.618,138.528,0,2,1939,V
2607,1,1,34.724,139.394,0,2,1939,V
2608,2,7,-6.137,155.196,30,1,1939,V
2609,2,4,12.602,-86.845,0,1,1939,V
2610,2,1,20.538,144.896,0,0,1939,V
2611,2,3,65.033,-16.783,19,12,1938,V
2612,2,6,-21.244,55.708,7,12,1938,V
2613,2,0,-39.42,-71.93,1,12,1938,V
2614,1,0,-38.692,-71.729,0,12,1938,V
2615,1,9,-6.75,106.7,0,12,1938,V
2616,2,1,52.449,158.196,0,11,1938,V
2617,2,1,54.049,159.443,0,10,1938,V
2618,2,2,53.891,-166.923,0,10,1938,V
2619,2,9,0.8,127.33,8,9,1938,V
2620,2,0,-35.223,-70.568,0,9,1938,V
2621,2,9,-8.119,114.056,13,8,1938,V
2622,2,1,49.57,154.808,12,8,1938,V
2623,1,1,34.724,139.394,11,8,1938,V
2624,1,6,-21.244,55.708,25,7,1938,V
2625,1,1,36.618,138.528,17,7,1938,V
2626,3,9,-6.102,105.423,4,7,1938,V
2627,2,9,13.257,123.685,5,6,1938,V
2628,3,7,-6.137,155.196,15,5,1938,V
2629,2,9,-8.77,121.82,0,5,1938,V
2630,,9,-8.82,121.18,0,5,1938,V
2631,1,3,64.416,-17.316,0,5,1938,V
2632,1,1,36.406,138.523,25,3,1938,V
2633,2,1,29.638,129.714,11,3,1938,V
2634,3,1,53.256,158.836,6,3,1938,V
2635,2,1,31.593,130.657,25,2,1938,V
2636,2,0,-21.88,-68.4,0,2,1938,V
2637,2,9,-6.72,106.73,31,1,1938,V
2638,1,3,-1.408,29.2,28,1,1938,V
2639,2,9,-1.697,101.264,19,1,1938,V
2640,2,1,32.884,131.104,0,0,1938,V
2641,1,9,-0.162,121.601,0,0,1938,V
2642,,7,-5.358,147.12,0,0,1938,V
2643,2,7,-16.25,168.12,0,0,1938,V
2644,,2,53.43,-168.13,0,0,1938,V
2645,,2,52.825,-169.944,0,0,1938,V
2646,,4,0.02,-91.35,0,0,1938,V
2647,1,1,36.618,138.528,27,11,1937,V
2648,3,2,52.643,-170.629,3,11,1937,V
2649,2,4,12.602,-86.845,0,11,1937,V
2650,2,9,-8.119,114.056,27,10,1937,V
2651,2,9,-1.697,101.264,8,9,1937,V
2652,3,7,-6.137,155.196,7,9,1937,V
2653,2,6,-21.244,55.708,13,8,1937,V
2654,2,9,-6.102,105.423,6,8,1937,V
2655,0,1,34.724,139.394,17,7,1937,V
2656,2,9,-6.892,108.4,24,6,1937,V
2657,,0,-39.927,-72.027,16,6,1937,V
2658,2,0,-16.355,-70.903,0,6,1937,V
2659,4,7,-4.271,152.203,29,5,1937,V
2660,2,1,32.884,131.104,7,5,1937,V
2661,3,1,56.056,160.642,3,4,1937,V
2662,2,0,-35.223,-70.568,0,4,1937,V
2663,2,7,-16.25,168.12,27,3,1937,V
2664,1,1,42.063,140.677,17,3,1937,V
2665,0,4,-0.37,-91.55,0,3,1937,V
2666,2,0,-38.692,-71.729,9,2,1937,V
2667,2,1,32.884,131.104,13,1,1937,V
2668,2,8,-39.157,175.632,0,1,1937,V
2669,2,8,-20.536,-175.382,0,0,1937,V
2670,,9,4.769,96.821,0,0,1937,V
2671,2,6,14.57,44.67,0,0,1937,V
2672,,9,-7.242,109.208,0,0,1937,V
2673,2,0,-37.856,-71.183,0,0,1937,V
2674,2,4,13.813,-89.633,0,0,1937,V
2675,2,0,-59.017,-26.533,18,12,1936,V
2676,2,9,-4.03,103.13,26,11,1936,V
2677,1,1,42.688,141.38,15,11,1936,V
2678,2,9,-8.058,114.242,5,11,1936,V
2679,1,9,-6.75,106.7,26,10,1936,V
2680,1,9,-6.102,105.423,13,10,1936,V
2681,0,6,-21.244,55.708,0,9,1936,V
2682,3,7,-4.08,145.037,0,9,1936,V
2683,2,9,-1.697,101.264,30,8,1936,V
2684,3,4,-0.077,-77.656,27,8,1936,V
2685,2,9,-8.119,114.056,22,8,1936,V
2686,2,1,55.832,160.326,13,8,1936,V
2687,2,1,32.884,131.104,8,8,1936,V
2688,2,4,0.817,-77.938,17,7,1936,V
2689,2,8,-20.32,-175.42,0,6,1936,V
2690,2,8,-39.28,175.57,9,5,1936,V
2691,2,9,-1.697,101.264,29,4,1936,V
2692,1,1,42.688,141.38,19,4,1936,V
2693,2,1,20.538,144.896,15,4,1936,V
2694,2,4,1.22,-77.37,9,2,1936,V
2695,2,1,32.884,131.104,5,2,1936,V
2696,3,2,55.417,-161.894,0,0,1936,V
2697,0,8,-28.98,-140.25,0,0,1936,V
2698,2,0,-59.017,-26.533,31,12,1935,V
2699,2,8,-15.6,-175.63,7,12,1935,V
2700,1,0,-39.42,-71.93,1,12,1935,V
2701,2,9,-8.542,122.775,0,12,1935,V
2702,1,1,44.133,145.161,0,12,1935,V
2703,0,2,19.475,-155.608,21,11,1935,V
2704,1,1,31.593,130.657,20,9,1935,V
2705,2,1,36.227,137.587,11,9,1935,V
2706,2,7,-16.25,168.12,0,9,1935,V
2707,2,9,2.78,125.4,31,8,1935,V
2708,3,3,37.734,15.004,7,7,1935,V
2709,2,0,-36.863,-71.377,2,7,1935,V
2710,2,9,-7.942,112.95,0,7,1935,V
2711,1,9,-6.75,106.7,31,5,1935,V
2712,0,1,34.724,139.394,26,4,1935,V
2713,3,1,56.056,160.642,21,4,1935,V
2714,3,2,59.363,-153.43,13,3,1935,V
2715,2,9,-6.72,106.73,0,2,1935,V
2716,2,4,11.538,-85.622,0,2,1935,V
2717,,4,0.02,-91.35,0,2,1935,V
2718,2,1,32.884,131.104,7,1,1935,V
2719,2,9,-6.102,105.423,4,1,1935,V
2720,2,6,-21.244,55.708,0,0,1935,V
2721,1,1,24.751,141.289,0,0,1935,V
2722,,3,64.416,-17.316,21,12,1934,V
2723,2,8,-39.28,175.57,0,12,1934,V
2724,2,8,-39.157,175.632,0,12,1934,V
2725,3,1,36.406,138.523,13,11,1934,V
2726,2,1,54.049,159.443,0,11,1934,V
2727,2,1,50.686,156.014,4,10,1934,V
