,VEI,cluster,latitude,longitude,startday,startmonth,startyear,type
587,1,4,11.984,-86.161,23,4,2001,V
588,2,9,-0.381,100.473,13,4,2001,V
589,1,6,-21.244,55.708,27,3,2001,V
590,2,8,-37.52,177.18,19,2,2001,V
591,2,3,-1.408,29.2,6,2,2001,V
592,3,2,52.825,-169.944,2,2,2001,V
593,1,4,12.602,-86.845,17,1,2001,V
594,3,7,-5.05,151.33,16,1,2001,V
595,2,9,-8.73,120.98,11,1,2001,V
596,2,1,34.094,139.526,11,1,2001,V
597,3,9,13.257,123.685,8,1,2001,V
598,2,6,4.914,96.329,25,12,2000,V
599,3,1,29.638,129.714,19,12,2000,V
600,2,9,-7.942,112.95,29,11,2000,V
601,1,7,-10.38,165.8,2,11,2000,V
602,1,1,30.789,130.308,0,10,2000,V
603,4,7,-5.05,151.33,28,9,2000,V
604,1,1,42.063,140.677,4,9,2000,V
605,1,9,-3.52,102.62,22,8,2000,V
606,1,4,14.381,-90.601,0,8,2000,V
607,0,0,-57.8,-26.483,0,8,2000,V
608,2,1,56.056,160.642,28,7,2000,V
609,2,0,-23.37,-67.73,20,7,2000,V
610,2,1,55.972,160.595,18,7,2000,V
611,2,9,13.257,123.685,16,7,2000,V
612,2,9,-8.119,114.056,9,7,2000,V
613,2,0,-37.856,-71.183,1,7,2000,V
614,1,1,52.449,158.196,30,6,2000,V
615,3,1,34.094,139.526,27,6,2000,V
616,1,6,-21.244,55.708,23,6,2000,V
617,2,7,-4.08,145.037,3,6,2000,V
618,1,9,-6.102,105.423,29,5,2000,V
619,2,3,4.203,9.17,28,5,2000,V
620,2,9,1.112,124.737,13,5,2000,V
621,2,9,1.358,124.792,10,5,2000,V
622,2,0,-15.78,-71.85,0,4,2000,V
623,2,1,42.544,140.839,31,3,2000,V
624,1,4,1.22,-77.37,21,3,2000,V
625,2,1,52.449,158.196,17,3,2000,V
626,2,1,55.972,160.595,14,3,2000,V
627,2,9,-0.381,100.473,11,3,2000,V
628,2,9,-53.106,73.513,7,3,2000,V
629,3,8,-37.52,177.18,7,3,2000,V
630,2,7,-6.137,155.196,28,2,2000,V
631,3,3,63.983,-19.666,26,2,2000,V
632,2,1,29.638,129.714,24,2,2000,V
633,1,6,-21.244,55.708,14,2,2000,V
634,2,1,56.056,160.642,3,2,2000,V
635,2,3,-1.408,29.2,27,1,2000,V
636,2,1,30.789,130.308,0,1,2000,V
637,1,4,11.538,-85.622,27,12,1999,V
638,1,4,11.984,-86.161,22,11,1999,V
639,1,7,-9.02,157.95,0,11,1999,V
640,1,7,-5.05,151.33,20,10,1999,V
641,1,1,45.389,148.838,7,10,1999,V
642,3,4,-1.467,-78.442,5,10,1999,V
643,1,1,24.751,141.289,10,9,1999,V
644,4,1,56.653,161.36,15,8,1999,V
645,2,4,12.506,-86.702,5,8,1999,V
646,2,9,-8.119,114.056,30,7,1999,V
647,1,6,-21.244,55.708,19,7,1999,V
648,1,9,-8.058,114.242,28,6,1999,V
649,3,9,13.257,123.685,22,6,1999,V
650,1,1,29.638,129.714,15,6,1999,V
651,0,8,-25.887,-177.188,6,6,1999,V
652,0,9,-8.53,123.57,22,5,1999,V
653,2,4,14.473,-90.88,21,5,1999,V
654,2,4,12.602,-86.845,21,5,1999,V
655,1,2,62.006,-144.017,14,5,1999,V
656,1,9,-7.242,109.208,1,5,1999,V
657,2,4,12.702,-87.004,1,5,1999,V
658,1,7,-10.38,165.8,0,5,1999,V
659,2,2,85.608,85.25,5,4,1999,V
660,2,1,56.653,161.36,3,4,1999,V
661,2,9,-0.381,100.473,0,4,1999,V
662,2,9,-8.542,122.775,31,3,1999,V
663,2,3,4.203,9.17,28,3,1999,V
664,1,9,-8.242,115.375,15,3,1999,V
665,3,2,54.756,-163.97,13,3,1999,V
666,1,6,4.914,96.329,9,3,1999,V
667,2,9,-1.697,101.264,0,3,1999,V
668,3,9,2.78,125.4,0,3,1999,V
669,2,1,55.972,160.595,25,2,1999,V
670,2,1,56.056,160.642,5,2,1999,V
671,2,9,-6.102,105.423,5,2,1999,V
672,1,7,-16.68,168.37,1,2,1999,V
673,1,7,-9.02,157.95,0,2,1999,V
674,1,8,-20.85,-175.53,8,1,1999,V
675,1,1,29.638,129.714,5,1,1999,V
676,2,9,1.488,127.63,18,12,1998,V
677,3,3,64.416,-17.316,18,12,1998,V
678,0,3,38.73,-27.32,25,11,1998,V
679,1,0,-35.223,-70.568,18,11,1998,V
680,2,0,-38.692,-71.729,10,11,1998,V
681,1,1,43.384,144.013,9,11,1998,V
682,1,2,54.756,-163.97,4,11,1998,V
683,2,9,-1.697,101.264,3,11,1998,V
684,2,1,42.063,140.677,25,10,1998,V
685,2,3,-1.408,29.2,17,10,1998,V
686,1,4,-0.92,-91.408,15,9,1998,V
687,1,4,11.984,-86.161,14,9,1998,V
688,2,8,-37.52,177.18,22,8,1998,V
689,1,2,57.135,-156.99,13,8,1998,V
690,3,4,-0.171,-78.598,7,8,1998,V
691,2,1,56.056,160.642,23,7,1998,V
692,1,9,2.78,125.4,5,7,1998,V
693,2,9,-1.697,101.264,4,7,1998,V
694,1,9,-8.242,115.375,4,7,1998,V
695,3,7,-16.507,168.346,0,7,1998,V
696,0,1,55.972,160.595,20,6,1998,V
697,3,1,56.653,161.36,30,5,1998,V
698,3,2,52.381,-174.166,8,5,1998,V
699,2,1,30.789,130.308,25,4,1998,V
700,1,6,4.914,96.329,19,4,1998,V
701,2,0,-38.692,-71.729,3,4,1998,V
702,1,1,36.921,138.036,30,3,1998,V
703,1,8,-37.52,177.18,28,3,1998,V
704,1,6,-21.244,55.708,9,3,1998,V
705,1,0,-39.42,-71.93,24,2,1998,V
706,2,4,10.83,-85.324,15,2,1998,V
707,0,5,45.95,-130.0,25,1,1998,V
708,1,4,13.434,-88.269,31,12,1997,V
709,0,8,-25.887,-177.188,15,12,1997,V
710,3,1,55.972,160.595,5,12,1997,V
711,3,5,19.514,-103.62,22,11,1997,V
712,1,1,36.921,138.036,29,10,1997,V
713,1,8,-39.28,175.57,9,10,1997,V
714,1,1,56.056,160.642,7,9,1997,V
715,1,1,39.964,140.757,16,8,1997,V
716,1,4,15.307,-61.305,15,7,1997,V
717,1,4,11.984,-86.161,3,6,1997,V
718,1,2,54.756,-163.97,2,6,1997,V
719,1,4,12.702,-87.004,19,5,1997,V
720,1,1,39.964,140.757,11,5,1997,V
721,3,1,55.972,160.595,8,5,1997,V
722,2,2,52.825,-169.944,5,5,1997,V
723,0,0,-57.8,-26.483,0,5,1997,V
724,0,8,-25.887,-177.188,18,4,1997,V
725,2,9,-8.119,114.056,0,4,1997,V
726,2,1,56.653,161.36,8,3,1997,V
727,1,2,52.5,-171.252,3,3,1997,V
728,2,9,-6.102,105.423,0,3,1997,V
729,1,4,-0.171,-78.598,0,3,1997,V
730,1,0,-38.692,-71.729,0,3,1997,V
731,3,2,53.43,-168.13,11,2,1997,V
732,1,7,-9.02,157.95,16,1,1997,V
733,2,9,-8.2,119.07,0,0,1997,V
734,1,1,30.789,130.308,0,0,1997,V
735,1,9,-7.2,109.92,31,12,1996,V
736,1,1,29.638,129.714,26,12,1996,V
737,1,4,11.984,-86.161,5,12,1996,V
738,2,1,50.861,155.565,3,12,1996,V
739,3,3,-1.408,29.2,1,12,1996,V
740,1,9,-53.03,72.6,0,12,1996,V
741,1,1,43.384,144.013,21,11,1996,V
742,2,1,56.056,160.642,14,11,1996,V
743,2,0,-23.37,-67.73,18,10,1996,V
744,1,9,2.78,125.4,1,10,1996,V
745,0,0,-57.8,-26.483,0,10,1996,V
746,3,3,64.416,-17.316,30,9,1996,V
747,0,8,-25.887,-177.188,20,9,1996,V
748,1,2,52.5,-171.252,17,9,1996,V
749,1,0,-39.42,-71.93,14,9,1996,V
750,2,2,55.417,-161.894,11,9,1996,V
751,1,1,37.647,140.281,1,9,1996,V
752,2,9,10.412,123.132,10,8,1996,V
753,1,9,-1.697,101.264,0,8,1996,V
754,0,1,55.972,160.595,23,7,1996,V
755,2,9,-6.102,105.423,0,7,1996,V
756,3,8,-39.28,175.57,16,6,1996,V
757,1,7,-16.25,168.12,0,6,1996,V
758,1,4,10.2,-84.233,8,4,1996,V
759,3,4,19.023,-98.622,5,3,1996,V
760,1,1,42.063,140.677,5,3,1996,V
761,0,5,42.67,-126.78,28,2,1996,V
762,0,2,18.92,-155.27,25,2,1996,V
763,1,7,-20.98,170.28,18,2,1996,V
764,2,1,32.761,130.299,10,2,1996,V
765,3,1,54.049,159.443,2,1,1996,V
766,3,1,53.98,159.45,2,1,1996,V
767,1,0,-39.42,-71.93,0,1,1996,V
768,1,1,18.13,145.8,0,0,1996,V
769,0,4,0.792,-86.15,0,0,1996,V
770,2,9,0.8,127.33,0,0,1996,V
771,3,2,54.756,-163.97,23,12,1995,V
772,0,9,-37.721,77.825,1,12,1995,V
773,2,7,-4.271,152.203,28,11,1995,V
774,0,8,-25.887,-177.188,27,11,1995,V
775,1,2,56.17,-159.38,15,11,1995,V
776,1,9,2.78,125.4,9,11,1995,V
777,2,4,10.83,-85.324,6,11,1995,V
778,2,0,-38.692,-71.729,13,10,1995,V
779,0,1,15.62,145.57,11,10,1995,V
780,1,1,33.086,131.249,11,10,1995,V
781,0,0,-57.8,-26.483,5,10,1995,V
782,1,9,-7.942,112.95,9,9,1995,V
783,2,0,-20.73,-68.55,1,9,1995,V
784,2,0,-37.856,-71.183,0,9,1995,V
785,3,1,55.972,160.595,0,9,1995,V
786,3,4,16.72,-62.18,18,7,1995,V
787,1,8,-37.52,177.18,28,6,1995,V
788,2,2,51.923,-177.168,19,6,1995,V
789,2,8,-19.18,-174.87,6,6,1995,V
790,2,4,12.506,-86.702,29,5,1995,V
791,1,2,56.17,-159.38,17,4,1995,V
792,1,0,-39.42,-71.93,15,4,1995,V
793,2,3,14.95,-24.35,2,4,1995,V
794,0,0,-57.8,-26.483,0,4,1995,V
795,1,9,-7.942,112.95,3,3,1995,V
796,2,7,-15.4,167.83,2,3,1995,V
797,1,9,-8.119,114.056,0,3,1995,V
798,1,1,36.227,137.587,11,2,1995,V
799,1,2,53.891,-166.923,30,1,1995,V
800,2,4,-0.37,-91.55,25,1,1995,V
801,1,4,13.434,-88.269,12,1,1995,V
802,3,8,-39.28,175.57,11,1,1995,V
803,0,8,-14.215,-169.058,9,1,1995,V
804,1,7,-10.38,165.8,0,0,1995,V
805,2,4,19.023,-98.622,21,12,1994,V
806,2,6,12.278,93.858,20,12,1994,V
807,2,4,9.979,-83.852,8,12,1994,V
808,2,0,-37.856,-71.183,0,12,1994,V
809,1,7,-16.25,168.12,0,12,1994,V
810,2,9,12.77,124.05,27,11,1994,V
811,2,0,-23.37,-67.73,13,11,1994,V
812,1,2,52.825,-169.944,20,10,1994,V
813,1,9,-4.03,103.13,0,10,1994,V
814,1,0,-39.42,-71.93,26,9,1994,V
815,4,7,-4.271,152.203,19,9,1994,V
816,1,3,-2.764,35.914,18,9,1994,V
817,3,1,56.056,160.642,8,9,1994,V
818,1,1,24.751,141.289,22,8,1994,V
819,1,9,-8.242,115.375,7,8,1994,V
820,2,4,12.602,-86.845,31,7,1994,V
821,1,5,19.514,-103.62,21,7,1994,V
822,2,0,-23.37,-67.73,20,7,1994,V
823,1,9,-8.119,114.056,14,7,1994,V
824,2,1,55.972,160.595,7,7,1994,V
825,2,3,-1.408,29.2,4,7,1994,V
826,1,3,-1.52,29.25,23,6,1994,V
827,3,3,37.734,15.004,17,6,1994,V
828,3,9,-8.42,116.47,3,6,1994,V
829,3,2,52.825,-169.944,25,5,1994,V
830,2,0,-38.692,-71.729,17,5,1994,V
831,2,1,32.884,131.104,2,5,1994,V
832,1,7,-5.05,151.33,19,4,1994,V
833,2,9,-6.102,105.423,19,3,1994,V
834,2,4,10.2,-84.233,0,3,1994,V
835,1,9,-8.058,114.242,3,2,1994,V
836,2,2,51.923,-177.168,5,1,1994,V
837,2,9,0.8,127.33,0,1,1994,V
838,2,0,-23.37,-67.73,17,12,1993,V
839,1,4,-0.43,-91.12,5,12,1993,V
840,1,7,-5.358,147.12,3,11,1993,V
841,3,1,55.972,160.595,21,10,1993,V
842,2,9,-8.53,123.57,15,9,1993,V
843,2,2,54.756,-163.97,4,9,1993,V
844,2,9,10.412,123.132,25,8,1993,V
845,1,3,37.734,15.004,3,8,1993,V
846,1,2,53.891,-166.923,0,8,1993,V
847,2,2,56.17,-159.38,30,7,1993,V
848,1,9,-8.058,114.242,3,7,1993,V
849,0,5,46.52,-129.58,26,6,1993,V
850,1,4,11.984,-86.161,16,6,1993,V
851,1,9,-8.342,123.258,0,6,1993,V
852,2,2,52.315,-172.51,28,5,1993,V
853,2,9,0.8,127.33,6,5,1993,V
854,1,9,-8.119,114.056,1,4,1993,V
855,1,4,-0.171,-78.598,9,3,1993,V
856,1,3,37.734,15.004,3,2,1993,V
857,2,9,13.257,123.685,2,2,1993,V
858,1,9,15.13,120.35,0,2,1993,V
859,4,0,-23.37,-67.73,30,1,1993,V
860,0,5,18.78,-110.95,29,1,1993,V
861,1,9,-7.2,109.92,23,1,1993,V
862,2,1,18.13,145.8,15,1,1993,V
863,2,4,1.22,-77.37,14,1,1993,V
864,2,7,-5.05,151.33,12,1,1993,V
865,2,9,-53.106,73.513,2,1,1993,V
866,2,2,52.315,-172.51,27,12,1992,V
867,1,2,54.134,-165.986,18,12,1992,V
868,0,9,-53.03,72.6,0,12,1992,V
869,1,1,24.285,141.481,10,11,1992,V
870,1,9,-6.102,105.423,7,11,1992,V
871,0,4,10.2,-84.233,0,10,1992,V
872,2,1,56.056,160.642,12,9,1992,V
873,1,0,-39.42,-71.93,11,9,1992,V
874,1,6,-21.244,55.708,27,8,1992,V
875,1,0,-38.692,-71.729,23,8,1992,V
876,2,0,-37.856,-71.183,22,7,1992,V
877,1,9,15.13,120.35,9,7,1992,V
878,3,2,53.93,-168.03,6,7,1992,V
879,4,2,61.299,-152.251,27,6,1992,V
880,2,9,10.412,123.132,10,6,1992,V
881,0,9,-53.106,73.513,29,5,1992,V
882,2,1,32.884,131.104,23,4,1992,V
883,1,1,18.13,145.8,13,4,1992,V
884,3,4,12.506,-86.702,9,4,1992,V
885,1,9,3.67,125.5,7,4,1992,V
886,2,1,55.972,160.595,12,3,1992,V
887,2,2,54.134,-165.986,8,3,1992,V
888,1,8,-39.28,175.57,8,2,1992,V
889,1,4,10.2,-84.233,0,2,1992,V
890,2,1,56.056,160.642,25,1,1992,V
891,2,9,-7.542,110.442,20,1,1992,V
892,1,9,10.412,123.132,8,1,1992,V
893,2,3,37.734,15.004,14,12,1991,V
894,1,1,31.934,130.862,1,12,1991,V
895,0,4,9.83,-104.3,1,12,1991,V
896,3,2,54.518,-164.65,29,11,1991,V
897,1,9,-8.342,123.258,3,11,1991,V
898,2,0,-23.37,-67.73,21,10,1991,V
899,2,4,0.33,-90.47,25,9,1991,V
900,3,3,-1.408,29.2,20,9,1991,V
901,2,2,54.134,-165.986,15,9,1991,V
902,2,9,-8.119,114.056,10,9,1991,V
903,2,0,-39.42,-71.93,30,8,1991,V
904,5,0,-45.9,-72.97,8,8,1991,V
905,0,6,-21.244,55.708,19,7,1991,V
906,2,6,-11.75,43.38,11,7,1991,V
907,1,8,-39.28,175.57,5,7,1991,V
908,2,9,2.78,125.4,2,7,1991,V
909,0,8,-19.18,-174.87,24,6,1991,V
910,2,9,1.112,124.737,22,5,1991,V
911,3,9,1.358,124.792,17,5,1991,V
912,0,1,35.893,137.48,13,5,1991,V
913,1,9,-8.542,122.775,11,5,1991,V
914,1,9,-8.342,123.258,8,5,1991,V
915,2,4,10.83,-85.324,7,5,1991,V
916,2,7,-9.02,157.95,4,5,1991,V
917,2,4,-0.37,-91.55,19,4,1991,V
918,2,1,56.056,160.642,8,4,1991,V
919,6,9,15.13,120.35,2,4,1991,V
920,2,6,12.278,93.858,1,4,1991,V
921,1,4,10.2,-84.233,6,3,1991,V
922,2,5,19.514,-103.62,1,3,1991,V
923,0,4,9.83,-104.3,0,3,1991,V
924,1,9,-8.62,120.52,0,3,1991,V
925,2,9,10.412,123.132,14,2,1991,V
926,2,0,-35.223,-70.568,9,2,1991,V
927,3,3,63.983,-19.666,17,1,1991,V
928,2,1,53.256,158.836,13,1,1991,V
929,1,1,50.686,156.014,0,1,1991,V
930,2,6,4.914,96.329,0,0,1991,V
931,2,9,-1.697,101.264,31,12,1990,V
932,1,0,-23.37,-67.73,24,11,1990,V
933,1,1,32.761,130.299,17,11,1990,V
934,3,5,46.2,-122.18,5,11,1990,V
935,2,1,34.724,139.394,4,10,1990,V
936,2,2,54.134,-165.986,6,9,1990,V
937,2,7,-16.25,168.12,0,9,1990,V
938,2,1,36.406,138.523,20,7,1990,V
939,0,8,-39.28,175.57,17,6,1990,V
940,2,2,52.103,177.602,1,6,1990,V
941,0,8,-25.887,-177.188,30,5,1990,V
942,3,0,-15.78,-71.85,28,5,1990,V
943,3,9,0.8,127.33,25,4,1990,V
944,1,4,-0.171,-78.598,16,4,1990,V
945,2,1,29.638,129.714,0,4,1990,V
946,0,4,12.3,-61.64,26,3,1990,V
947,2,2,55.417,-161.894,5,3,1990,V
948,1,0,-38.692,-71.729,25,2,1990,V
949,4,9,-7.93,112.308,10,2,1990,V
950,3,1,55.972,160.595,29,1,1990,V
951,1,9,-8.542,122.775,28,1,1990,V
952,2,2,54.134,-165.986,26,1,1990,V
953,0,6,-21.244,55.708,18,1,1990,V
954,2,9,-8.119,114.056,16,1,1990,V
955,3,1,56.653,161.36,10,1,1990,V
956,1,8,-39.28,175.57,7,1,1990,V
957,2,4,1.22,-77.37,7,1,1990,V
958,3,4,14.381,-90.601,4,1,1990,V
959,0,0,-17.436,-113.206,0,0,1990,V
960,1,0,-40.59,-72.117,0,0,1990,V
961,3,3,37.734,15.004,16,12,1989,V
962,3,2,60.485,-152.742,14,12,1989,V
963,2,5,46.2,-122.18,7,12,1989,V
964,2,9,10.412,123.132,25,10,1989,V
965,0,1,20.13,145.1,21,9,1989,V
966,2,3,37.734,15.004,11,9,1989,V
967,1,2,51.79,-178.794,17,8,1989,V
968,2,1,55.972,160.595,1,8,1989,V
969,1,7,-10.38,165.8,0,8,1989,V
970,1,1,34.9,139.098,13,7,1989,V
971,1,8,-39.28,175.57,1,7,1989,V
972,1,9,2.78,125.4,0,7,1989,V
973,1,3,4.203,9.17,29,5,1989,V
974,2,1,45.012,147.871,3,5,1989,V
975,3,3,-1.408,29.2,24,4,1989,V
976,2,7,-16.25,168.12,24,4,1989,V
977,2,9,1.112,124.737,22,4,1989,V
978,1,1,36.921,138.036,19,4,1989,V
979,2,1,56.653,161.36,7,4,1989,V
980,2,1,32.884,131.104,5,4,1989,V
981,2,2,54.134,-165.986,27,2,1989,V
982,1,4,11.984,-86.161,20,2,1989,V
983,2,4,1.22,-77.37,19,2,1989,V
984,2,1,50.686,156.014,2,2,1989,V
985,1,1,48.092,153.2,13,1,1989,V
986,2,7,-5.05,151.33,1,1,1989,V
987,0,4,12.3,-61.64,29,12,1988,V
988,3,0,-38.377,-71.58,25,12,1988,V
989,2,1,43.418,142.686,10,12,1988,V
990,1,8,-39.28,175.57,8,12,1988,V
991,2,1,56.653,161.36,7,12,1988,V
992,2,0,-49.358,-73.28,15,10,1988,V
993,1,3,37.734,15.004,2,10,1988,V
994,2,4,-0.37,-91.55,14,9,1988,V
995,0,8,-25.887,-177.188,8,9,1988,V
996,2,1,18.13,145.8,24,8,1988,V
997,3,9,0.32,127.4,29,7,1988,V
998,1,9,-7.242,109.208,12,7,1988,V
999,1,0,-15.78,-71.85,22,6,1988,V
1000,1,9,10.412,123.132,21,6,1988,V
1001,0,8,-20.536,-175.382,1,6,1988,V
1002,2,4,11.538,-85.622,0,6,1988,V
1003,1,1,32.884,131.104,26,5,1988,V
1004,3,9,-4.523,129.881,9,5,1988,V
1005,1,9,1.358,124.792,21,4,1988,V
1006,2,2,54.134,-165.986,26,3,1988,V
1007,1,8,-39.28,175.57,20,3,1988,V
1008,2,9,12.77,124.05,20,2,1988,V
1009,2,9,-6.102,105.423,14,2,1988,V
1010,2,9,0.8,127.33,12,2,1988,V
1011,3,7,-16.25,168.12,12,2,1988,V
1012,1,1,30.789,130.308,18,1,1988,V
1013,1,1,43.384,144.013,5,1,1988,V
1014,2,1,29.638,129.714,0,1,1988,V
1015,0,4,9.83,-104.3,0,0,1988,V
1016,1,3,-1.408,29.2,30,12,1987,V
1017,3,9,-8.62,120.52,28,12,1987,V
1018,2,0,-33.425,-69.797,28,11,1987,V
1019,2,1,34.724,139.394,16,11,1987,V
1020,3,0,-23.37,-67.73,0,11,1987,V
1021,1,4,12.602,-86.845,0,11,1987,V
1022,1,1,50.686,156.014,14,10,1987,V
1023,2,9,-8.342,123.258,2,10,1987,V
1024,1,1,18.13,145.8,4,9,1987,V
1025,1,2,52.5,-171.252,4,9,1987,V
1026,1,2,51.79,-178.794,4,9,1987,V
1027,1,8,-39.28,175.57,24,8,1987,V
1028,0,1,24.285,141.481,14,7,1987,V
1029,1,5,19.514,-103.62,2,7,1987,V
1030,3,2,52.825,-169.944,19,6,1987,V
1031,0,8,-28.98,-140.25,4,6,1987,V
1032,2,4,10.2,-84.233,0,6,1987,V
1033,1,9,-8.119,114.056,0,5,1987,V
1034,1,1,36.921,138.036,25,4,1987,V
1035,2,2,51.93,179.58,13,4,1987,V
1036,1,9,1.38,127.53,13,4,1987,V
1037,1,4,10.83,-85.324,1,4,1987,V
1038,1,9,10.412,123.132,30,3,1987,V
1039,1,2,56.17,-159.38,19,3,1987,V
1040,1,2,56.011,-159.797,10,3,1987,V
1041,2,3,37.734,15.004,8,3,1987,V
1042,2,2,52.381,-174.166,4,3,1987,V
1043,1,2,53.891,-166.923,2,3,1987,V
1044,1,4,11.984,-86.161,15,2,1987,V
1045,2,2,54.134,-165.986,31,1,1987,V
1046,2,9,-0.381,100.473,15,1,1987,V
1047,1,4,14.473,-90.88,5,1,1987,V
1048,1,4,10.83,-85.324,31,12,1986,V
1049,3,1,55.972,160.595,5,12,1986,V
1050,1,0,-15.78,-71.85,0,12,1986,V
1051,4,1,56.056,160.642,27,11,1986,V
1052,2,2,53.43,-168.13,18,11,1986,V
1053,4,1,50.324,155.461,18,11,1986,V
1054,3,1,34.724,139.394,15,11,1986,V
1055,2,7,-16.25,168.12,13,11,1986,V
1056,2,3,37.734,15.004,30,10,1986,V
1057,1,1,48.98,153.48,11,10,1986,V
1058,2,9,-7.542,110.442,10,10,1986,V
1059,3,0,-23.37,-67.73,14,9,1986,V
1060,1,1,48.092,153.2,1,9,1986,V
1061,1,9,-7.2,109.92,6,8,1986,V
1062,0,5,44.83,-130.3,0,8,1986,V
1063,2,3,-1.408,29.2,16,7,1986,V
1064,1,9,0.686,99.539,5,7,1986,V
1065,1,7,-9.02,157.95,5,7,1986,V
1066,0,8,-35.745,178.478,15,6,1986,V
1067,2,1,56.056,160.642,8,6,1986,V
1068,2,9,10.412,123.132,3,6,1986,V
1069,0,8,-25.887,-177.188,0,6,1986,V
1070,1,9,-8.342,123.258,28,5,1986,V
1071,2,1,50.861,155.565,25,5,1986,V
1072,0,8,-28.98,-140.25,16,5,1986,V
1073,2,2,52.825,-169.944,28,4,1986,V
1074,3,2,55.417,-161.894,16,4,1986,V
1075,3,1,56.653,161.36,28,3,1986,V
1076,4,2,59.363,-153.43,27,3,1986,V
1077,2,1,55.972,160.595,26,3,1986,V
1078,2,9,1.358,124.792,22,3,1986,V
1079,2,2,54.756,-163.97,19,3,1986,V
1080,2,2,54.134,-165.986,18,3,1986,V
1081,2,3,37.734,15.004,0,3,1986,V
1082,1,8,-39.28,175.57,8,2,1986,V
1083,3,8,-37.52,177.18,1,2,1986,V
1084,1,4,15.132,-92.109,0,2,1986,V
1085,1,0,-33.425,-69.797,20,1,1986,V
1086,2,1,24.285,141.481,18,1,1986,V
1087,0,5,46.52,-129.58,0,0,1986,V
1088,2,6,4.914,96.329,0,0,1986,V
1089,1,3,37.734,15.004,19,12,1985,V
1090,1,7,-9.02,157.95,9,12,1985,V
1091,1,4,11.538,-85.622,2,12,1985,V
1092,3,7,-5.05,151.33,17,11,1985,V
1093,1,8,-39.28,175.57,15,11,1985,V
1094,1,4,13.434,-88.269,0,11,1985,V
1095,1,9,10.412,123.132,5,10,1985,V
1096,3,4,4.892,-75.324,11,9,1985,V
1097,2,1,29.638,129.714,0,9,1985,V
1098,1,4,10.83,-85.324,0,9,1985,V
1099,2,9,-8.119,114.056,23,8,1985,V
1100,3,1,56.056,160.642,16,8,1985,V
1101,3,9,-8.2,119.07,30,7,1985,V
1102,1,1,43.418,142.686,19,6,1985,V
1103,1,6,-21.244,55.708,14,6,1985,V
1104,3,1,55.972,160.595,12,6,1985,V
1105,2,1,56.653,161.36,26,5,1985,V
1106,1,8,-39.28,175.57,21,5,1985,V
1107,2,9,1.112,124.737,19,5,1985,V
1108,1,4,-0.171,-78.598,0,5,1985,V
1109,0,8,-15.6,-175.63,21,3,1985,V
1110,1,9,10.412,123.132,13,3,1985,V
1111,1,3,37.734,15.004,8,3,1985,V
1112,1,9,-8.32,121.708,3,2,1985,V
1113,2,9,-53.106,73.513,14,1,1985,V
1114,0,8,-17.564,-148.821,10,1,1985,V
1115,0,3,71.087,-8.146,6,1,1985,V
1116,1,0,-16.294,-71.409,0,0,1985,V
1117,1,5,19.514,-103.62,0,0,1985,V
1118,1,7,-5.05,151.33,30,12,1984,V
1119,1,4,4.892,-75.324,22,12,1984,V
1120,2,4,11.538,-85.622,0,12,1984,V
1121,0,0,-23.37,-67.73,0,12,1984,V
1122,2,2,56.17,-159.38,29,11,1984,V
1123,1,9,-0.381,100.473,15,11,1984,V
1124,1,8,-39.28,175.57,25,10,1984,V
1125,2,1,29.638,129.714,0,10,1984,V
1126,3,9,13.257,123.685,9,9,1984,V
1127,0,3,65.75,-16.25,4,9,1984,V
1128,1,7,-5.05,151.33,23,8,1984,V
1129,2,0,-39.42,-71.93,11,8,1984,V
1130,2,1,52.559,158.03,4,8,1984,V
1131,3,3,37.734,15.004,20,7,1984,V
1132,1,2,52.825,-169.944,12,7,1984,V
1133,2,7,-10.38,165.8,3,6,1984,V
1134,3,9,1.112,124.737,24,5,1984,V
1135,1,9,-7.942,112.95,12,5,1984,V
1136,2,9,-8.32,121.708,9,5,1984,V
1137,1,1,43.384,144.013,1,5,1984,V
1138,1,3,37.734,15.004,28,4,1984,V
1139,2,0,-38.692,-71.729,20,4,1984,V
1140,1,1,32.884,131.104,13,4,1984,V
1141,1,8,-39.28,175.57,2,4,1984,V
1142,2,4,10.83,-85.324,31,3,1984,V
1143,1,4,-0.37,-91.55,30,3,1984,V
1144,0,2,19.475,-155.608,25,3,1984,V
1145,2,1,56.653,161.36,17,3,1984,V
1146,3,1,56.056,160.642,10,3,1984,V
1147,0,1,26.06,140.933,8,3,1984,V
1148,3,8,-18.992,-174.775,1,3,1984,V
1149,2,3,-1.408,29.2,23,2,1984,V
1150,3,1,55.972,160.595,5,2,1984,V
1151,1,9,-7.25,108.058,9,1,1984,V
1152,2,7,-16.25,168.12,0,0,1984,V
1153,2,8,-37.52,177.18,26,12,1983,V
1154,1,9,-7.942,112.95,21,12,1983,V
1155,0,8,-17.564,-148.821,18,12,1983,V
1156,2,6,-21.244,55.708,4,12,1983,V
1157,3,2,55.417,-161.894,11,11,1983,V
1158,1,7,-5.05,151.33,6,11,1983,V
1159,0,8,-28.98,-140.25,27,10,1983,V
1160,1,0,-39.42,-71.93,14,10,1983,V
1161,3,1,34.094,139.526,3,10,1983,V
1162,1,9,-6.77,107.6,14,9,1983,V
1163,1,9,-8.53,123.57,17,8,1983,V
1164,3,9,0.8,127.33,9,8,1983,V
1165,1,1,36.618,138.528,26,7,1983,V
