Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,sequence,scale
19.475,-155.608,0,5,,,1907-01-09,V,V5,
36.406,138.523,2,7,,,1907-01-18,V,V7,
-39.157,175.632,2,11,,,1907-02-01,V,V11,
-33.425,-69.797,2,3,,,1907-02-15,V,V3,
51.844,157.572,5,7,,,1907-03-28,V,V7,
-1.408,29.2,1,9,,,1907-04-01,V,V9,
37.6,-25.88,0,9,,,1907-04-01,V,V9,
-40.35,-72.07,3,3,,,1907-04-09,V,V3,
-41.326,-72.614,2,3,,,1907-04-22,V,V3,
-39.42,-71.93,2,3,,,1907-05-05,V,V3,
12.888,40.573,2,13,,,1907-06-01,V,V13,
-0.677,-78.436,2,14,,,1907-06-01,V,V14,
1.112,124.737,2,6,,,1907-06-05,V,V6,
-21.38,-175.65,0,11,,,1907-07-01,V,V11,
-8.108,112.92,2,10,,,1907-07-09,V,V10,
-35.653,-70.761,2,3,,,1907-07-28,V,V3,
56.056,160.642,2,7,,,1907-08-01,V,V7,
57.0,-161.0,,5,120.0,6.5,1907-08-22,E,E5,
36.406,138.523,2,7,,,1907-08-24,V,V7,
-7.942,112.95,2,10,,,1907-08-28,V,V10,
11.538,-85.622,2,14,,,1907-09-01,V,V14,
52.44,170.28,,7,0.0,7.7,1907-09-02,E,E7,
-8.542,122.775,3,6,,,1907-09-28,V,V6,
-3.613,144.818,2,11,,,1907-11-01,V,V11,
-39.157,175.632,2,11,,,1907-11-01,V,V11,
12.602,-86.845,2,14,,,1907-11-01,V,V14,
-1.408,29.2,3,9,,,1907-11-07,V,V9,
0.8,127.33,2,6,,,1907-11-17,V,V6,
-21.244,55.708,0,2,,,1907-11-29,V,V2,
36.227,137.587,2,7,,,1907-12-08,V,V7,
32.884,131.104,2,8,,,1907-12-12,V,V8,
-7.942,112.95,2,10,,,1907-12-14,V,V10,
-0.381,100.473,2,10,,,1907-12-17,V,V10,
-8.108,112.92,2,10,,,1908-01-01,V,V10,
32.884,131.104,2,8,,,1908-01-17,V,V8,
36.406,138.523,2,7,,,1908-02-13,V,V7,
-4.03,103.13,2,10,,,1908-02-16,V,V10,
54.134,-165.986,0,5,,,1908-02-22,V,V5,
-77.53,167.17,2,2,,,1908-03-01,V,V2,
37.734,15.004,2,9,,,1908-04-29,V,V9,
59.0,-141.0,,5,25.0,7.1,1908-05-15,E,E5,
37.734,15.004,2,9,,,1908-05-20,V,V9,
1.112,124.737,2,6,,,1908-06-01,V,V6,
-3.613,144.818,2,11,,,1908-07-12,V,V11,
-6.137,155.196,2,11,,,1908-07-15,V,V11,
36.406,138.523,2,7,,,1908-08-05,V,V7,
-1.697,101.264,2,10,,,1908-10-01,V,V10,
-38.12,176.5,1,11,,,1908-10-01,V,V11,
-39.42,-71.93,2,3,,,1908-10-31,V,V3,
19.514,-103.62,3,0,,,1908-12-18,V,V0,
-8.542,122.775,2,6,,,1909-01-08,V,V6,
42.688,141.38,3,7,,,1909-01-11,V,V7,
-7.942,112.95,2,10,,,1909-01-12,V,V10,
36.406,138.523,1,7,,,1909-01-29,V,V7,
-7.542,110.442,1,10,,,1909-02-01,V,V10,
-39.157,175.632,2,11,,,1909-03-01,V,V11,
-41.326,-72.614,2,3,,,1909-03-01,V,V3,
-21.244,55.708,2,2,,,1909-04-01,V,V2,
32.884,131.104,2,8,,,1909-04-01,V,V8,
52.0,175.0,,5,0.0,7.0,1909-04-10,E,E5,
-3.613,144.818,2,11,,,1909-04-19,V,V11,
4.203,9.17,2,9,,,1909-04-28,V,V9,
-1.408,29.2,1,9,,,1909-05-01,V,V9,
-6.77,106.965,1,10,,,1909-05-02,V,V10,
-37.52,177.18,2,11,,,1909-05-13,V,V11,
56.056,160.642,2,7,,,1909-06-01,V,V7,
-2.414,101.728,2,10,,,1909-06-03,V,V10,
-16.25,168.12,2,11,,,1909-07-28,V,V11,
-10.38,165.8,2,11,,,1909-08-01,V,V11,
53.256,158.836,2,7,,,1909-08-01,V,V7,
-39.42,-71.93,2,3,,,1909-08-19,V,V3,
-8.108,112.92,2,10,,,1909-09-01,V,V10,
53.93,-168.03,2,5,,,1909-09-01,V,V5,
52.5,-169.0,,5,90.0,7.4,1909-09-08,E,E5,
60.0,-149.5,,5,0.0,7.4,1909-09-19,E,E5,
-8.342,123.258,2,6,,,1909-11-09,V,V6,
28.271,-16.641,2,9,,,1909-11-18,V,V9,
-8.42,116.47,2,6,,,1909-11-30,V,V6,
-39.157,175.632,2,11,,,1910-01-01,V,V11,
-7.942,112.95,2,10,,,1910-01-18,V,V10,
10.2,-84.233,2,14,,,1910-01-25,V,V14,
37.734,15.004,1,9,,,1910-02-21,V,V9,
-11.75,43.38,1,2,,,1910-03-01,V,V2,
-53.106,73.513,2,2,,,1910-03-01,V,V2,
-52.33,-73.4,2,3,,,1910-03-01,V,V3,
37.734,15.004,2,9,,,1910-03-23,V,V9,
32.884,131.104,2,8,,,1910-04-03,V,V8,
-6.77,107.6,2,10,,,1910-04-07,V,V10,
-8.82,121.18,2,6,,,1910-04-10,V,V6,
38.789,15.213,3,9,,,1910-05-01,V,V9,
57.0,-160.0,,5,100.0,6.7,1910-05-13,E,E5,
64.633,-17.516,2,9,,,1910-06-18,V,V9,
-38.12,176.5,1,11,,,1910-07-24,V,V11,
42.544,140.839,2,7,,,1910-07-25,V,V7,
56.056,160.642,2,7,,,1910-08-01,V,V7,
42.0,-127.0,,0,,6.8,1910-08-05,E,E0,
50.75,179.38,,5,25.0,7.3,1910-09-09,E,E5,
10.2,-84.233,1,14,,,1910-09-12,V,V14,
-39.157,175.632,2,11,,,1910-10-01,V,V11,
-3.25,36.75,2,2,,,1910-10-26,V,V2,
53.0,-135.0,,5,0.0,6.8,1910-11-06,E,E5,
36.227,137.587,2,7,,,1910-11-11,V,V7,
1.112,124.737,2,6,,,1910-11-15,V,V6,
-8.108,112.92,2,10,,,1910-11-16,V,V10,
-21.244,55.708,2,2,,,1910-11-16,V,V2,
34.724,139.394,1,7,,,1910-12-01,V,V7,
37.734,15.004,2,9,,,1910-12-27,V,V9,
14.002,120.993,3,8,,,1911-01-27,V,V8,
-8.2,119.07,2,6,,,1911-02-13,V,V6,
37.6,-25.88,1,9,,,1911-03-07,V,V9,
-77.53,167.17,2,2,,,1911-04-01,V,V2,
62.006,-144.017,1,5,,,1911-04-14,V,V5,
36.227,137.587,2,7,,,1911-05-06,V,V7,
37.25,-121.75,,0,,6.6,1911-07-01,E,E0,
-20.85,-175.53,0,11,,,1911-08-01,V,V11,
-1.52,29.25,1,9,,,1911-08-01,V,V9,
37.734,15.004,2,9,,,1911-08-01,V,V9,
1.488,127.63,2,6,,,1911-08-30,V,V6,
-21.88,-68.4,2,3,,,1911-09-01,V,V3,
0.8,127.33,1,6,,,1911-09-02,V,V6,
37.734,15.004,1,9,,,1911-09-10,V,V9,
51.0,180.0,,5,0.0,7.1,1911-09-17,E,E5,
60.5,-149.0,,5,60.0,6.9,1911-09-22,E,E5,
-77.53,167.17,2,2,,,1911-10-01,V,V2,
1.112,124.737,2,6,,,1911-11-01,V,V6,
56.056,160.642,2,7,,,1911-11-01,V,V7,
-0.381,100.473,2,10,,,1911-11-02,V,V10,
-57.08,-26.67,2,3,,,1911-11-06,V,V3,
-8.108,112.92,3,10,,,1911-11-08,V,V10,
52.0,173.0,,7,0.0,7.0,1911-11-13,E,E7,
-0.83,-91.17,,14,,,1911-12-31,V,V14,
54.049,159.443,2,7,,,1912-01-01,V,V7,
52.0,-179.0,,5,25.0,7.1,1912-01-04,E,E5,
13.813,-89.633,2,14,,,1912-01-16,V,V14,
61.0,-147.5,,5,80.0,7.2,1912-01-31,E,E5,
-0.077,-77.656,3,14,,,1912-02-01,V,V14,
-35.653,-70.761,2,3,,,1912-02-01,V,V3,
36.227,137.587,2,7,,,1912-02-11,V,V7,
34.724,139.394,1,7,,,1912-02-23,V,V7,
51.0,-131.0,,5,0.0,6.5,1912-03-11,E,E5,
-38.12,176.5,1,11,,,1912-04-01,V,V11,
-8.2,119.07,2,6,,,1912-04-01,V,V6,
-20.536,-175.382,2,11,,,1912-04-29,V,V11,
58.27,-155.157,6,5,,,1912-06-06,V,V5,
58.28,-154.963,3,5,,,1912-06-06,V,V5,
59.0,-153.0,,5,25.0,6.4,1912-06-07,E,E5,
59.0,-153.0,,5,25.0,7.0,1912-06-10,E,E5,
10.83,-85.324,3,14,,,1912-06-14,V,V14,
63.07,-146.14,,5,25.0,7.4,1912-07-07,E,E5,
37.734,15.004,3,9,,,1912-08-04,V,V9,
-8.108,112.92,2,10,,,1912-08-28,V,V10,
-15.6,-175.63,2,11,,,1912-10-15,V,V11,
54.6,179.2,,5,0.0,7.1,1912-10-18,E,E5,
57.5,-155.0,,5,90.0,7.5,1912-11-07,E,E5,
-1.408,29.2,3,9,,,1912-12-03,V,V9,
57.5,-154.0,,5,90.0,7.0,1912-12-05,E,E5,
-77.53,167.17,2,2,,,1912-12-12,V,V2,
-39.157,175.632,2,11,,,1913-01-01,V,V11,
56.056,160.642,2,7,,,1913-01-01,V,V7,
19.514,-103.62,5,0,,,1913-01-17,V,V0,
-38.12,176.5,1,11,,,1913-01-27,V,V11,
3.67,125.5,2,6,,,1913-03-14,V,V6,
51.0,-179.0,,5,60.0,7.3,1913-03-31,E,E5,
1.112,124.737,2,6,,,1913-04-01,V,V6,
63.983,-19.666,2,9,,,1913-04-25,V,V9,
-39.157,175.632,2,11,,,1913-05-01,V,V11,
-8.119,114.056,2,6,,,1913-05-10,V,V6,
48.0,-178.0,,5,0.0,7.2,1913-06-22,E,E5,
-8.108,112.92,2,10,,,1913-06-23,V,V10,
-0.381,100.473,2,10,,,1913-06-23,V,V10,
40.821,14.426,3,9,,,1913-07-05,V,V9,
-21.244,55.708,2,2,,,1913-07-10,V,V2,
11.984,-86.161,1,14,,,1913-07-12,V,V14,
58.236,-155.1,1,5,,,1913-09-01,V,V5,
36.227,137.587,2,7,,,1913-09-01,V,V7,
-16.25,168.12,3,11,,,1913-10-14,V,V11,
31.934,130.862,2,8,,,1913-11-08,V,V8,
37.734,15.004,2,9,,,1913-11-13,V,V9,
29.859,129.857,1,8,,,1914-01-01,V,V8,
30.443,130.217,2,8,,,1914-01-05,V,V8,
31.593,130.657,4,8,,,1914-01-12,V,V8,
24.285,141.481,3,1,,,1914-01-13,V,V1,
32.884,131.104,2,8,,,1914-01-13,V,V8,
-38.12,176.5,1,11,,,1914-01-28,V,V11,
-40.59,-72.117,2,3,,,1914-02-08,V,V3,
34.724,139.394,2,7,,,1914-05-15,V,V7,
2.3,125.37,2,6,,,1914-05-29,V,V6,
40.492,-121.508,3,0,,,1914-05-30,V,V0,
10.2,-84.233,2,14,,,1914-05-30,V,V14,
-0.39,100.331,1,10,,,1914-05-31,V,V10,
46.815,151.786,2,7,,,1914-06-04,V,V7,
-8.542,122.775,2,6,,,1914-06-29,V,V6,
-0.381,100.473,2,10,,,1914-07-01,V,V10,
-38.692,-71.729,2,3,,,1914-07-03,V,V3,
55.417,-161.894,2,5,,,1914-07-06,V,V5,
49.0,-130.0,,5,0.0,6.5,1914-07-21,E,E5,
-2.764,35.914,0,2,,,1914-08-15,V,V2,
-39.157,175.632,2,11,,,1914-09-01,V,V11,
-35.653,-70.761,3,3,,,1914-09-08,V,V3,
10.2,-84.233,2,14,,,1914-10-08,V,V14,
12.506,-86.702,2,14,,,1914-10-28,V,V14,
31.934,130.862,,8,,,1914-11-08,V,V8,
36.406,138.523,2,7,,,1914-11-12,V,V7,
19.475,-155.608,0,5,,,1914-11-25,V,V5,
56.056,160.642,2,7,,,1915-01-01,V,V7,
31.888,139.918,0,7,,,1915-02-01,V,V7,
36.227,137.587,2,7,,,1915-02-01,V,V7,
-38.12,176.5,1,11,,,1915-02-04,V,V11,
-77.53,167.17,2,2,,,1915-03-22,V,V2,
-7.542,110.442,1,10,,,1915-03-28,V,V10,
-5.05,151.33,3,11,,,1915-04-01,V,V11,
1.112,124.737,2,6,,,1915-04-01,V,V6,
-8.119,114.056,2,6,,,1915-05-01,V,V6,
39.5,-126.5,,0,,6.8,1915-05-06,E,E0,
36.406,138.523,1,7,,,1915-05-13,V,V7,
36.227,137.587,2,7,,,1915-06-06,V,V7,
-21.244,55.708,2,2,,,1915-07-22,V,V2,
-77.53,167.17,2,2,,,1915-08-01,V,V2,
34.724,139.394,2,7,,,1915-10-10,V,V7,
-16.25,168.12,2,11,,,1915-10-20,V,V11,
-7.942,112.95,3,10,,,1915-11-01,V,V10,
-8.42,116.47,2,6,,,1915-11-04,V,V6,
-38.12,176.5,1,11,,,1915-11-05,V,V11,
-0.381,100.473,2,10,,,1915-12-01,V,V10,
41.0,-126.0,,0,,6.5,1915-12-31,E,E0,
12.77,124.05,2,6,,,1916-01-18,V,V6,
48.5,178.5,,5,0.0,7.7,1916-02-06,E,E5,
-1.467,-78.442,4,14,,,1916-03-03,V,V14,
36.227,137.587,2,7,,,1916-03-17,V,V7,
53.25,-170.0,,5,170.0,7.5,1916-04-18,E,E5,
32.884,131.104,2,8,,,1916-04-19,V,V8,
-0.381,100.473,1,10,,,1916-05-05,V,V10,
36.406,138.523,1,7,,,1916-05-12,V,V7,
19.475,-155.608,0,5,,,1916-05-19,V,V5,
31.44,140.051,0,7,,,1916-06-21,V,V7,
52.449,158.196,2,7,,,1916-07-15,V,V7,
-8.119,114.056,2,6,,,1916-11-01,V,V6,
-2.764,35.914,3,2,,,1916-12-01,V,V2,
52.449,158.196,2,7,,,1916-12-01,V,V7,
-38.692,-71.729,2,3,,,1917-02-04,V,V3,
-8.119,114.056,2,6,,,1917-02-22,V,V6,
-8.058,114.242,1,6,,,1917-02-25,V,V6,
-38.12,176.5,1,11,,,1917-03-24,V,V11,
-41.326,-72.614,3,3,,,1917-04-01,V,V3,
18.77,145.67,4,1,,,1917-04-09,V,V1,
-21.244,55.708,0,2,,,1917-04-29,V,V2,
42.688,141.38,2,7,,,1917-04-30,V,V7,
36.406,138.523,1,7,,,1917-05-03,V,V7,
-0.37,-91.55,0,14,,,1917-05-14,V,V14,
0.686,99.539,2,10,,,1917-05-20,V,V10,
54.79,-159.12,,5,0.0,7.9,1917-05-31,E,E5,
13.734,-89.294,3,14,,,1917-06-07,V,V14,
-0.381,100.473,2,10,,,1917-06-16,V,V10,
37.734,15.004,2,9,,,1917-06-24,V,V9,
52.449,158.196,3,7,,,1917-07-05,V,V7,
9.979,-83.852,3,14,,,1917-09-27,V,V14,
-39.157,175.632,2,11,,,1917-10-01,V,V11,
55.417,-161.894,2,5,,,1917-10-01,V,V5,
1.38,127.53,2,6,,,1917-10-18,V,V6,
1.112,124.737,2,6,,,1917-11-01,V,V6,
-7.542,110.442,1,10,,,1918-01-01,V,V10,
11.538,-85.622,2,14,,,1918-01-01,V,V14,
11.984,-86.161,1,14,,,1918-01-01,V,V14,
32.884,131.104,2,8,,,1918-01-16,V,V8,
19.421,-155.287,0,5,,,1918-02-23,V,V5,
37.734,15.004,2,9,,,1918-03-01,V,V9,
-0.381,100.473,2,10,,,1918-03-08,V,V10,
19.523,121.94,2,8,,,1918-05-17,V,V8,
42.688,141.38,1,7,,,1918-06-13,V,V7,
-39.28,175.57,2,11,,,1918-06-29,V,V11,
41.0,-125.0,,0,,6.5,1918-07-15,E,E0,
-7.25,108.058,1,10,,,1918-07-17,V,V10,
3.138,125.491,3,6,,,1918-07-18,V,V6,
-5.05,151.33,2,11,,,1918-07-21,V,V11,
0.8,127.33,1,6,,,1918-08-01,V,V6,
-11.75,43.38,3,2,,,1918-08-11,V,V2,
-0.381,100.473,2,10,,,1918-08-15,V,V10,
-3.613,144.818,,11,,,1918-09-18,V,V11,
12.77,124.05,2,6,,,1918-10-01,V,V6,
63.633,-19.083,4,9,,,1918-10-12,V,V9,
37.734,15.004,1,9,,,1918-11-30,V,V9,
19.421,-155.287,0,5,,,1919-02-07,V,V5,
19.023,-98.622,1,0,,,1919-02-19,V,V0,
-0.381,100.473,2,10,,,1919-02-28,V,V10,
36.406,138.523,2,7,,,1919-03-14,V,V7,
37.734,15.004,2,9,,,1919-03-15,V,V9,
32.884,131.104,2,8,,,1919-04-01,V,V8,
19.523,121.94,2,8,,,1919-05-01,V,V8,
42.688,141.38,2,7,,,1919-05-04,V,V7,
56.0,-136.0,,5,0.0,6.0,1919-05-18,E,E5,
34.724,139.394,0,7,,,1919-05-18,V,V7,
-7.93,112.308,4,10,,,1919-05-19,V,V10,
-5.05,151.33,2,11,,,1919-05-28,V,V11,
42.063,140.677,2,7,,,1919-06-17,V,V7,
12.506,-86.702,2,14,,,1919-06-20,V,V14,
39.853,141.001,1,7,,,1919-07-15,V,V7,
-4.08,145.037,4,11,,,1919-08-11,V,V11,
19.475,-155.608,0,5,,,1919-09-26,V,V5,
-6.312,130.017,2,6,,,1919-11-01,V,V6,
36.227,137.587,2,7,,,1919-11-01,V,V7,
4.769,96.821,2,10,,,1919-12-01,V,V10,
13.434,-88.269,2,14,,,1919-12-10,V,V14,
19.421,-155.287,0,5,,,1919-12-21,V,V5,
-16.68,168.37,2,11,,,1920-01-22,V,V11,
-21.244,55.708,0,2,,,1920-06-28,V,V2,
42.688,141.38,1,7,,,1920-07-17,V,V7,
-7.542,110.442,2,10,,,1920-07-25,V,V10,
13.434,-88.269,2,14,,,1920-08-14,V,V14,
13.813,-89.633,2,14,,,1920-10-29,V,V14,
-4.08,145.037,2,11,,,1920-12-05,V,V11,
-7.93,112.308,2,10,,,1920-12-06,V,V10,
36.406,138.523,2,7,,,1920-12-06,V,V7,
-39.42,-71.93,2,3,,,1920-12-10,V,V3,
-8.542,122.775,2,6,,,1921-01-01,V,V6,
-8.242,115.375,2,6,,,1921-01-29,V,V6,
-2.764,35.914,2,2,,,1921-02-01,V,V2,
3.67,125.5,0,6,,,1921-02-01,V,V6,
-8.119,114.056,2,6,,,1921-02-14,V,V6,
2.78,125.4,2,6,,,1921-03-01,V,V6,
65.033,-16.783,0,9,,,1921-03-01,V,V9,
19.421,-155.287,0,5,,,1921-03-18,V,V5,
-4.03,103.13,1,10,,,1921-04-01,V,V10,
54.0,-134.0,,5,0.0,6.5,1921-04-10,E,E5,
-1.697,101.264,2,10,,,1921-05-01,V,V10,
-2.414,101.728,2,10,,,1921-05-23,V,V10,
-7.942,112.95,2,10,,,1921-06-01,V,V10,
42.688,141.38,1,7,,,1921-07-06,V,V7,
54.049,159.443,2,7,,,1921-09-01,V,V7,
-6.312,130.017,2,6,,,1921-09-18,V,V6,
-39.28,175.57,2,11,,,1921-10-01,V,V11,
-21.244,55.708,2,2,,,1921-11-27,V,V2,
11.538,-85.622,2,14,,,1921-12-01,V,V14,
29.638,129.714,2,8,,,1921-12-08,V,V8,
-40.59,-72.117,3,3,,,1921-12-13,V,V3,
2.32,36.57,2,9,,,1921-12-31,V,V9,
41.0,-126.0,,0,,6.0,1922-01-26,E,E0,
41.0,-125.5,,0,,7.3,1922-01-31,E,E0,
4.203,9.17,2,9,,,1922-02-03,V,V9,
-7.942,112.95,2,10,,,1922-02-05,V,V10,
-7.542,110.442,1,10,,,1922-02-18,V,V10,
35.75,-120.25,,0,,6.5,1922-03-10,E,E0,
36.227,137.587,1,7,,,1922-03-10,V,V7,
10.83,-85.324,2,14,,,1922-04-11,V,V14,
56.056,160.642,2,7,,,1922-05-01,V,V7,
2.78,125.4,2,6,,,1922-05-04,V,V6,
42.063,140.677,2,7,,,1922-05-22,V,V7,
19.421,-155.287,0,5,,,1922-05-28,V,V5,
3.67,125.5,0,6,,,1922-06-20,V,V6,
14.756,-91.552,3,14,,,1922-06-22,V,V14,
-16.507,168.346,2,11,,,1922-06-28,V,V11,
24.751,141.289,1,1,,,1922-07-01,V,V1,
-8.242,115.375,2,6,,,1922-08-30,V,V6,
64.416,-17.316,2,9,,,1922-09-29,V,V9,
10.463,-84.703,2,14,,,1922-10-05,V,V14,
54.756,-163.97,2,5,,,1922-10-15,V,V5,
-38.692,-71.729,2,3,,,1922-10-24,V,V3,
-39.42,-71.93,2,3,,,1922-10-24,V,V3,
54.753,160.533,2,7,,,1922-11-01,V,V7,
65.033,-16.783,0,9,,,1922-11-01,V,V9,
34.724,139.394,1,7,,,1922-12-08,V,V7,
55.417,-161.894,2,5,,,1922-12-24,V,V5,
32.884,131.104,2,8,,,1923-01-01,V,V8,
65.033,-16.783,0,9,,,1923-01-15,V,V9,
48.092,153.2,2,7,,,1923-01-17,V,V7,
40.5,-124.5,,0,,7.2,1923-01-22,E,E0,
18.13,145.8,3,1,,,1923-02-01,V,V1,
42.688,141.38,1,7,,,1923-02-01,V,V7,
54.753,160.533,2,7,,,1923-02-01,V,V7,
54.049,159.443,2,7,,,1923-02-01,V,V7,
51.577,157.328,3,7,,,1923-02-11,V,V7,
42.063,140.677,2,7,,,1923-02-27,V,V7,
10.158,109.014,2,10,,,1923-03-02,V,V10,
-7.32,107.73,1,10,,,1923-03-11,V,V10,
0.8,127.33,2,6,,,1923-04-13,V,V6,
55.5,-156.5,,5,25.0,7.1,1923-05-04,E,E5,
-4.03,103.13,1,10,,,1923-05-19,V,V10,
-6.75,106.7,1,10,,,1923-06-01,V,V10,
-7.242,109.208,2,10,,,1923-06-02,V,V10,
37.734,15.004,2,9,,,1923-06-17,V,V9,
36.227,137.587,2,7,,,1923-06-26,V,V7,
-20.85,-175.53,0,11,,,1923-07-01,V,V11,
31.934,130.862,2,8,,,1923-07-01,V,V8,
56.056,160.642,2,7,,,1923-08-01,V,V7,
19.421,-155.287,0,5,,,1923-08-25,V,V5,
-1.697,101.264,1,10,,,1923-09-01,V,V10,
37.734,15.004,1,9,,,1923-10-09,V,V9,
12.506,-86.702,3,14,,,1923-10-23,V,V14,
19.023,-98.622,1,0,,,1923-11-27,V,V0,
1.112,124.737,2,6,,,1923-11-27,V,V6,
1.22,-77.37,2,14,,,1923-12-08,V,V14,
-39.157,175.632,2,11,,,1924-01-09,V,V11,
55.417,-161.894,2,5,,,1924-01-17,V,V5,
-8.119,114.056,2,6,,,1924-02-01,V,V6,
48.08,153.33,0,7,,,1924-02-15,V,V7,
48.292,153.25,4,7,,,1924-02-15,V,V7,
13.813,-89.633,2,14,,,1924-03-01,V,V14,
9.979,-83.852,2,14,,,1924-03-01,V,V14,
-8.242,115.375,2,6,,,1924-03-01,V,V6,
46.042,150.083,2,7,,,1924-03-13,V,V7,
50.0,-130.24,,5,0.0,6.0,1924-03-30,E,E5,
-0.39,100.331,1,10,,,1924-04-01,V,V10,
2.78,125.4,2,6,,,1924-05-01,V,V6,
19.421,-155.287,2,5,,,1924-05-10,V,V5,
-21.244,55.708,0,2,,,1924-05-19,V,V2,
-39.157,175.632,2,11,,,1924-05-22,V,V11,
19.421,-155.287,0,5,,,1924-07-19,V,V5,
42.063,140.677,2,7,,,1924-07-31,V,V7,
-21.244,55.708,2,2,,,1924-09-03,V,V2,
36.406,138.523,2,7,,,1924-09-07,V,V7,
-7.542,110.442,1,10,,,1924-09-10,V,V10,
-39.157,175.632,2,11,,,1924-10-01,V,V11,
1.22,-77.37,3,14,,,1924-10-01,V,V14,
24.57,123.93,4,8,,,1924-10-31,V,V8,
-8.82,121.18,2,6,,,1924-11-01,V,V6,
36.227,137.587,2,7,,,1924-11-16,V,V7,
14.501,-90.876,3,14,,,1924-12-18,V,V14,
-8.242,115.375,2,6,,,1925-01-05,V,V6,
32.884,131.104,2,8,,,1925-01-06,V,V8,
-39.28,175.57,2,11,,,1925-01-22,V,V11,
36.618,138.528,2,7,,,1925-01-22,V,V7,
18.13,145.8,2,1,,,1925-02-01,V,V1,
-0.381,100.473,0,10,,,1925-04-01,V,V10,
11.984,-86.161,2,14,,,1925-04-01,V,V14,
56.056,160.642,2,7,,,1925-04-04,V,V7,
0.02,-91.35,1,14,,,1925-04-11,V,V14,
29.638,129.714,2,8,,,1925-05-13,V,V8,
41.5,-125.0,,0,,6.0,1925-06-04,E,E0,
54.049,159.443,2,7,,,1925-07-01,V,V7,
36.404,25.396,2,9,,,1925-08-11,V,V9,
2.32,-76.4,2,14,,,1925-10-12,V,V14,
-39.157,175.632,2,11,,,1925-11-01,V,V11,
43.418,142.686,3,7,,,1925-11-20,V,V7,
13.813,-89.633,3,14,,,1925-12-26,V,V14,
-21.244,55.708,2,2,,,1925-12-30,V,V2,
37.734,15.004,1,9,,,1926-01-02,V,V9,
-0.077,-77.656,3,14,,,1926-01-05,V,V14,
-37.52,177.18,2,11,,,1926-02-03,V,V11,
-6.77,107.6,1,10,,,1926-03-01,V,V10,
-4.08,145.037,2,11,,,1926-03-01,V,V11,
56.056,160.642,2,7,,,1926-03-23,V,V7,
53.256,158.836,4,7,,,1926-03-27,V,V7,
19.475,-155.608,0,5,,,1926-04-10,V,V5,
-39.157,175.632,2,11,,,1926-04-16,V,V11,
-4.03,103.13,2,10,,,1926-04-22,V,V10,
1.38,127.53,1,6,,,1926-06-01,V,V6,
63.85,-22.566,0,9,,,1926-06-05,V,V9,
53.93,-168.03,2,5,,,1926-07-01,V,V5,
65.033,-16.783,2,9,,,1926-07-15,V,V9,
2.32,-76.4,2,14,,,1926-08-01,V,V14,
14.501,-90.876,2,14,,,1926-08-01,V,V14,
-8.242,115.375,2,6,,,1926-08-02,V,V6,
-21.244,55.708,2,2,,,1926-09-18,V,V2,
32.884,131.104,2,8,,,1926-09-21,V,V8,
2.78,125.4,2,6,,,1926-10-01,V,V6,
52.0,-176.0,,5,25.0,7.1,1926-10-13,E,E5,
42.688,141.38,2,7,,,1926-10-19,V,V7,
36.61,-122.35,,0,,6.1,1926-10-22,E,E0,
36.57,-122.18,,0,,6.1,1926-10-22,E,E0,
-38.12,176.5,1,11,,,1926-11-17,V,V11,
-7.242,109.208,2,10,,,1926-11-23,V,V10,
40.75,-126.0,,0,,6.0,1926-12-10,E,E0,
0.95,-77.87,2,14,,,1926-12-20,V,V14,
-39.157,175.632,2,11,,,1926-12-21,V,V11,
53.321,158.712,1,7,,,1926-12-22,V,V7,
53.891,-166.923,2,5,,,1926-12-30,V,V5,
52.449,158.196,2,7,,,1927-01-01,V,V7,
36.227,137.587,2,7,,,1927-01-23,V,V7,
-0.381,100.473,2,10,,,1927-02-05,V,V10,
-7.242,109.208,2,10,,,1927-02-27,V,V10,
36.406,138.523,2,7,,,1927-03-01,V,V7,
-1.52,29.25,1,9,,,1927-03-01,V,V9,
10.412,123.132,2,6,,,1927-03-20,V,V6,
-36.863,-71.377,2,3,,,1927-04-10,V,V3,
-5.05,151.33,2,11,,,1927-07-01,V,V11,
19.421,-155.287,0,5,,,1927-07-07,V,V5,
12.602,-86.845,2,14,,,1927-08-01,V,V14,
-8.119,114.056,2,6,,,1927-08-02,V,V6,
37.5,-118.75,,0,,6.0,1927-09-18,E,E0,
-20.32,-175.42,2,11,,,1927-10-04,V,V11,
-38.692,-71.729,2,3,,,1927-10-05,V,V3,
57.5,-137.0,,5,25.0,7.1,1927-10-24,E,E5,
55.131,160.32,2,7,,,1927-12-01,V,V7,
-0.37,-91.55,0,14,,,1927-12-13,V,V14,
36.227,137.587,2,7,,,1927-12-15,V,V7,
-6.102,105.423,2,10,,,1927-12-29,V,V10,
36.618,138.528,2,7,,,1927-12-29,V,V7,
43.418,142.686,1,7,,,1928-01-01,V,V7,
13.257,123.685,3,8,,,1928-01-01,V,V8,
42.688,141.38,2,7,,,1928-01-07,V,V7,
36.404,25.396,2,9,,,1928-01-23,V,V9,
11.538,-85.622,2,14,,,1928-01-25,V,V14,
52.449,158.196,2,7,,,1928-01-25,V,V7,
56.653,161.36,1,7,,,1928-01-27,V,V7,
9.979,-83.852,2,14,,,1928-02-14,V,V14,
48.092,153.2,2,7,,,1928-02-14,V,V7,
67.0,-172.0,,5,25.0,6.9,1928-02-21,E,E5,
