Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,sequence,scale
-31.635,-179.44,,11,10.0,6.5,1993-09-07,E,E11,
14.717,-92.645,,14,34.1,6.2,1993-09-10,E,E14,
14.415,-92.764,,14,63.3,6.0,1993-09-10,E,E14,
-29.492,-177.136,,11,19.7,6.2,1993-09-13,E,E11,
-8.53,123.57,2,6,,,1993-09-15,V,V6,
36.421,71.592,,13,112.6,6.3,1993-09-18,E,E13,
14.362,-93.325,,0,18.0,6.4,1993-09-19,E,E0,
0.75,-29.354,,14,10.0,6.0,1993-09-20,E,E14,
42.3575,-122.0583,,0,10.3,6.0,1993-09-21,E,E0,
-6.47,154.901,,11,27.5,6.1,1993-09-22,E,E11,
9.997,138.222,,1,10.0,6.1,1993-09-26,E,E1,
-53.651,-51.621,,3,33.0,6.6,1993-09-27,E,E3,
18.066,76.451,,13,6.8,6.3,1993-09-29,E,E13,
0.494,121.528,,6,96.6,6.4,1993-09-29,E,E6,
15.417,-94.698,,0,19.2,6.4,1993-09-30,E,E0,
38.19,88.663,,13,14.1,6.3,1993-10-02,E,E13,
-6.13,128.965,,6,13.1,6.1,1993-10-05,E,E6,
-17.845,-178.726,,11,554.5,6.0,1993-10-11,E,E11,
32.02,137.832,,7,350.7,6.9,1993-10-11,E,E7,
-5.889,146.02,,11,25.3,7.0,1993-10-13,E,E11,
-5.932,146.153,,11,33.0,6.7,1993-10-13,E,E11,
-5.898,146.202,,11,27.1,6.4,1993-10-16,E,E11,
-22.378,-65.971,,3,272.0,6.0,1993-10-19,E,E3,
55.972,160.595,3,7,,,1993-10-21,V,V7,
16.755,-98.717,,0,20.7,6.7,1993-10-24,E,E0,
-5.909,145.99,,11,30.4,7.0,1993-10-25,E,E11,
-31.704,-68.232,,3,107.3,6.3,1993-10-30,E,E3,
-5.358,147.12,1,11,,,1993-11-03,V,V11,
-3.188,148.339,,11,14.4,6.2,1993-11-05,E,E11,
50.2,-177.446,,5,18.8,6.3,1993-11-11,E,E5,
51.934,158.647,,7,34.0,7.0,1993-11-13,E,E7,
51.816,158.659,,7,33.2,6.1,1993-11-17,E,E7,
54.287,-164.164,,5,30.3,6.4,1993-11-19,E,E5,
60.0257,-153.0258,,5,121.36,6.0,1993-11-20,E,E5,
-9.597,158.148,,11,17.1,6.2,1993-11-26,E,E11,
-0.43,-91.12,1,14,,,1993-12-05,V,V14,
0.425,125.891,,6,15.9,6.4,1993-12-09,E,E6,
0.486,125.995,,6,14.5,6.7,1993-12-09,E,E6,
-20.704,-173.451,,11,30.6,6.1,1993-12-14,E,E11,
-23.37,-67.73,2,3,,,1993-12-17,V,V3,
-6.876,131.34,,6,7.7,6.4,1993-12-20,E,E6,
-19.99,169.857,,11,33.0,6.1,1993-12-29,E,E11,
-20.23,169.789,,11,33.0,6.1,1993-12-29,E,E11,
0.8,127.33,2,6,,,1994-01-01,V,V6,
-49.265,164.222,,11,15.5,6.0,1994-01-03,E,E11,
-4.301,135.145,,6,11.0,6.0,1994-01-04,E,E6,
51.923,-177.168,2,5,,,1994-01-05,V,V5,
-13.339,-69.446,,3,596.0,6.9,1994-01-10,E,E3,
25.231,97.203,,8,9.9,6.0,1994-01-11,E,E8,
34.213,-118.537,,0,18.2,6.7,1994-01-17,E,E0,
-17.584,-178.495,,11,533.3,6.1,1994-01-19,E,E11,
-3.176,135.97,,6,23.2,6.8,1994-01-19,E,E6,
-6.002,-77.052,,14,122.5,6.0,1994-01-20,E,E14,
-4.859,103.664,,10,89.9,6.1,1994-01-21,E,E10,
1.015,127.733,,6,19.9,7.2,1994-01-21,E,E6,
-29.184,-177.589,,11,60.8,6.0,1994-01-30,E,E11,
-8.058,114.242,1,6,,,1994-02-03,V,V6,
0.593,30.037,,9,14.2,6.0,1994-02-05,E,E9,
-18.773,169.169,,11,205.7,6.9,1994-02-11,E,E11,
-20.553,169.361,,11,27.7,7.1,1994-02-12,E,E11,
-10.786,-128.798,,4,15.0,6.6,1994-02-12,E,E4,
-4.967,104.302,,10,23.1,7.0,1994-02-15,E,E10,
-20.399,168.866,,11,19.5,6.4,1994-02-15,E,E11,
-20.094,168.906,,11,12.9,6.3,1994-02-16,E,E11,
-18.991,168.134,,11,13.3,6.4,1994-02-16,E,E11,
-45.33,96.232,,2,10.0,6.1,1994-02-18,E,E2,
30.853,60.596,,13,6.0,6.1,1994-02-23,E,E13,
-17.421,-174.287,,11,124.2,6.1,1994-02-24,E,E11,
30.775,60.495,,13,9.6,6.1,1994-02-24,E,E13,
30.897,60.549,,13,9.4,6.0,1994-02-26,E,E13,
29.096,52.617,,13,12.9,6.0,1994-03-01,E,E13,
10.2,-84.233,2,14,,,1994-03-01,V,V14,
-17.985,-178.257,,11,590.9,6.0,1994-03-09,E,E11,
-18.039,-178.413,,11,562.5,7.6,1994-03-09,E,E11,
-1.083,-23.929,,14,10.0,6.0,1994-03-14,E,E14,
-1.278,-23.569,,9,10.0,6.4,1994-03-14,E,E9,
-6.102,105.423,2,10,,,1994-03-19,V,V10,
-22.057,-179.533,,11,579.8,6.5,1994-03-31,E,E11,
51.296,-178.152,,5,19.6,6.0,1994-04-05,E,E5,
40.608,143.683,,7,13.3,6.0,1994-04-08,E,E7,
14.72,-92.004,,14,100.1,6.0,1994-04-10,E,E14,
-3.136,135.968,,6,28.5,6.3,1994-04-13,E,E6,
-6.47,154.934,,11,26.3,6.7,1994-04-18,E,E11,
-5.05,151.33,1,11,,,1994-04-19,V,V11,
-14.175,167.537,,11,10.8,6.0,1994-04-23,E,E11,
-21.515,-173.667,,11,28.1,6.2,1994-04-27,E,E11,
-28.299,-63.252,,3,561.5,6.9,1994-04-29,E,E3,
36.901,67.163,,13,18.5,6.0,1994-05-01,E,E13,
-1.116,97.487,,10,15.1,6.2,1994-05-02,E,E10,
32.884,131.104,2,8,,,1994-05-02,V,V8,
-17.047,168.265,,11,206.4,6.2,1994-05-04,E,E11,
-2.06,99.731,,10,27.6,6.0,1994-05-09,E,E10,
-28.501,-63.096,,3,600.5,6.9,1994-05-10,E,E3,
-2.008,99.77,,10,20.5,6.3,1994-05-11,E,E10,
-38.692,-71.729,2,3,,,1994-05-17,V,V3,
44.727,149.401,,7,26.0,6.0,1994-05-18,E,E7,
18.165,-100.527,,0,55.3,6.3,1994-05-23,E,E0,
24.065,122.56,,8,25.5,6.0,1994-05-23,E,E8,
24.166,122.535,,8,19.8,6.0,1994-05-23,E,E8,
35.559,24.727,,9,76.0,6.1,1994-05-23,E,E9,
56.17,161.169,,7,95.2,6.3,1994-05-24,E,E7,
23.959,122.448,,8,16.3,6.2,1994-05-24,E,E8,
-4.199,135.489,,6,33.0,6.4,1994-05-25,E,E6,
52.825,-169.944,3,5,,,1994-05-25,V,V5,
20.556,94.16,,10,35.6,6.2,1994-05-29,E,E10,
7.414,-72.033,,14,11.6,6.3,1994-05-31,E,E14,
-10.477,112.835,,10,18.4,7.2,1994-06-02,E,E10,
-10.362,112.892,,10,25.9,6.4,1994-06-03,E,E10,
-8.42,116.47,3,6,,,1994-06-03,V,V6,
-10.777,113.366,,10,11.2,6.3,1994-06-04,E,E10,
-10.349,113.398,,10,25.9,6.1,1994-06-05,E,E10,
24.511,121.905,,8,11.4,6.1,1994-06-05,E,E8,
2.917,-76.057,,14,12.1,6.6,1994-06-06,E,E14,
-14.365,-68.439,,3,650.0,6.1,1994-06-09,E,E3,
-13.841,-67.553,,3,631.3,8.2,1994-06-09,E,E3,
13.259,124.281,,8,75.9,6.2,1994-06-09,E,E8,
-5.472,151.841,,11,17.5,6.0,1994-06-13,E,E11,
-10.335,113.66,,6,19.9,6.1,1994-06-15,E,E6,
-15.25,-70.294,,3,199.5,6.0,1994-06-16,E,E3,
-7.391,128.125,,6,108.6,6.0,1994-06-16,E,E6,
37.734,15.004,3,9,,,1994-06-17,V,V9,
-42.963,171.658,,11,13.6,7.1,1994-06-18,E,E11,
-1.52,29.25,1,9,,,1994-06-23,V,V9,
36.326,71.13,,13,226.6,6.5,1994-06-30,E,E13,
40.232,53.383,,13,40.8,6.0,1994-07-01,E,E13,
14.888,-97.322,,0,14.6,6.1,1994-07-04,E,E0,
-1.408,29.2,2,9,,,1994-07-04,V,V9,
55.972,160.595,2,7,,,1994-07-07,V,V7,
-16.62,167.518,,11,33.0,7.3,1994-07-13,E,E11,
-16.812,167.249,,11,33.0,6.7,1994-07-13,E,E11,
-7.532,127.77,,6,158.8,6.8,1994-07-13,E,E6,
-8.119,114.056,1,6,,,1994-07-14,V,V6,
-23.37,-67.73,2,3,,,1994-07-20,V,V3,
42.34,132.865,,7,471.4,7.3,1994-07-21,E,E7,
19.514,-103.62,1,0,,,1994-07-21,V,V0,
-10.654,113.269,,10,34.3,6.0,1994-07-24,E,E10,
-16.966,167.574,,11,20.5,6.5,1994-07-24,E,E11,
-56.362,-27.365,,3,81.3,6.6,1994-07-25,E,E3,
52.398,-168.333,,5,11.0,6.0,1994-07-29,E,E5,
12.602,-86.845,2,14,,,1994-07-31,V,V14,
52.428,158.044,,7,144.7,6.0,1994-08-02,E,E7,
-6.338,131.575,,6,33.0,6.2,1994-08-04,E,E6,
-8.242,115.375,1,6,,,1994-08-07,V,V6,
24.721,95.2,,8,121.7,6.1,1994-08-08,E,E8,
44.694,150.011,,7,19.0,6.2,1994-08-14,E,E7,
44.709,150.103,,7,16.9,6.0,1994-08-14,E,E7,
-7.433,31.751,,2,25.2,6.0,1994-08-18,E,E2,
44.767,150.158,,7,14.7,6.2,1994-08-18,E,E7,
-26.642,-63.421,,3,563.6,6.5,1994-08-19,E,E3,
44.656,149.176,,7,24.4,6.2,1994-08-20,E,E7,
44.606,149.325,,7,22.9,6.0,1994-08-20,E,E7,
-11.509,166.452,,11,142.1,6.2,1994-08-22,E,E11,
24.751,141.289,1,1,,,1994-08-22,V,V1,
44.783,150.061,,7,18.6,6.6,1994-08-28,E,E7,
-6.965,124.111,,6,595.6,6.2,1994-08-30,E,E6,
44.737,150.117,,7,50.6,6.2,1994-08-30,E,E7,
43.719,146.013,,7,76.0,6.2,1994-08-31,E,E7,
40.402,-125.68,,0,10.0,7.0,1994-09-01,E,E0,
-21.212,173.64,,11,33.0,6.2,1994-09-03,E,E11,
56.056,160.642,3,7,,,1994-09-08,V,V7,
22.528,118.711,,8,13.1,6.7,1994-09-16,E,E8,
-2.764,35.914,1,2,,,1994-09-18,V,V2,
-4.271,152.203,4,11,,,1994-09-19,V,V11,
-3.379,148.537,,11,33.0,6.0,1994-09-23,E,E11,
-39.42,-71.93,1,3,,,1994-09-26,V,V3,
-5.786,110.352,,10,637.5,6.6,1994-09-28,E,E10,
-5.731,110.364,,10,628.2,6.0,1994-09-28,E,E10,
-17.745,167.682,,11,16.6,6.5,1994-10-01,E,E11,
-17.768,167.83,,11,33.0,6.3,1994-10-01,E,E11,
-4.03,103.13,1,10,,,1994-10-01,V,V10,
43.774,147.504,,7,34.9,6.0,1994-10-04,E,E7,
43.788,147.187,,7,61.2,6.1,1994-10-04,E,E7,
43.773,147.321,,7,14.0,8.1,1994-10-04,E,E7,
43.43,147.902,,7,17.7,6.0,1994-10-04,E,E7,
43.526,147.908,,7,19.5,6.3,1994-10-04,E,E7,
43.706,147.991,,7,15.5,6.3,1994-10-04,E,E7,
43.954,147.336,,7,40.0,6.2,1994-10-05,E,E7,
43.592,147.449,,7,13.2,6.0,1994-10-05,E,E7,
42.877,146.063,,7,23.6,6.0,1994-10-07,E,E7,
43.614,147.289,,7,52.0,6.1,1994-10-07,E,E7,
-1.258,127.98,,6,16.6,6.8,1994-10-08,E,E6,
43.905,147.916,,7,33.0,7.1,1994-10-09,E,E7,
-1.212,127.912,,6,10.7,6.3,1994-10-13,E,E6,
-3.804,152.148,,11,8.8,6.1,1994-10-15,E,E11,
45.749,149.167,,7,116.6,6.8,1994-10-16,E,E7,
43.576,147.097,,7,60.3,6.2,1994-10-18,E,E7,
-39.187,-70.811,,3,161.8,6.0,1994-10-20,E,E3,
52.825,-169.944,1,5,,,1994-10-20,V,V5,
36.359,70.957,,13,238.7,6.2,1994-10-25,E,E13,
-25.778,179.339,,11,518.7,6.7,1994-10-27,E,E11,
3.019,96.192,,10,29.4,6.2,1994-10-31,E,E10,
-9.379,-71.334,,3,591.3,6.1,1994-11-04,E,E3,
-57.193,157.858,,11,24.7,6.1,1994-11-05,E,E11,
43.556,147.144,,7,53.8,6.2,1994-11-09,E,E7,
-23.37,-67.73,2,3,,,1994-11-13,V,V3,
13.525,121.067,,8,31.5,7.1,1994-11-14,E,E8,
-5.589,110.186,,10,560.6,6.5,1994-11-15,E,E10,
4.33,97.591,,10,153.4,6.1,1994-11-20,E,E10,
-2.001,135.932,,6,16.0,6.3,1994-11-20,E,E6,
12.77,124.05,2,6,,,1994-11-27,V,V6,
-16.25,168.12,1,11,,,1994-12-01,V,V11,
-37.856,-71.183,2,3,,,1994-12-01,V,V3,
-23.422,-66.639,,3,235.0,6.0,1994-12-07,E,E3,
9.979,-83.852,2,14,,,1994-12-08,V,V14,
18.136,-101.384,,0,48.1,6.6,1994-12-10,E,E0,
-17.477,-69.598,,3,148.2,6.3,1994-12-12,E,E3,
-37.282,177.523,,11,33.0,6.4,1994-12-15,E,E11,
12.278,93.858,2,10,,,1994-12-20,V,V10,
19.023,-98.622,2,0,,,1994-12-21,V,V0,
-31.965,179.86,,11,212.4,6.4,1994-12-27,E,E11,
-32.961,179.862,,11,54.4,6.0,1994-12-28,E,E11,
40.525,143.419,,7,26.5,7.5,1994-12-28,E,E7,
18.552,145.363,,1,219.2,6.3,1994-12-30,E,E1,
40.701,143.549,,7,15.2,6.2,1995-01-01,E,E7,
-57.699,-65.883,,3,13.9,6.2,1995-01-03,E,E3,
40.246,142.175,,7,26.9,6.9,1995-01-06,E,E7,
40.258,142.364,,7,32.0,6.3,1995-01-07,E,E7,
-14.215,-169.058,0,11,,,1995-01-09,V,V11,
-39.28,175.57,3,11,,,1995-01-11,V,V11,
44.061,147.033,,7,34.9,6.1,1995-01-12,E,E7,
13.434,-88.269,1,14,,,1995-01-12,V,V14,
51.26,179.168,,5,33.0,6.1,1995-01-16,E,E5,
34.583,135.018,,7,21.9,6.8,1995-01-16,E,E7,
-20.833,-179.236,,11,633.5,6.3,1995-01-17,E,E11,
5.05,-72.916,,14,17.3,6.6,1995-01-19,E,E14,
2.563,126.882,,6,42.2,6.2,1995-01-21,E,E6,
43.377,146.72,,7,58.9,6.5,1995-01-21,E,E7,
-5.902,154.492,,11,24.5,6.1,1995-01-24,E,E11,
-0.37,-91.55,2,14,,,1995-01-25,V,V14,
-4.434,134.476,,6,22.3,6.8,1995-01-27,E,E6,
53.891,-166.923,1,5,,,1995-01-30,V,V5,
-62.711,155.666,,11,10.0,6.3,1995-02-03,E,E11,
-37.759,178.752,,11,21.1,7.5,1995-02-05,E,E11,
4.104,-76.622,,14,73.5,6.4,1995-02-08,E,E14,
-37.855,178.602,,11,28.3,6.4,1995-02-10,E,E11,
36.227,137.587,1,7,,,1995-02-11,V,V7,
59.437,-153.1257,,5,110.26,6.1,1995-02-12,E,E5,
-37.621,178.629,,11,28.2,6.2,1995-02-13,E,E11,
-1.318,127.438,,6,14.2,6.7,1995-02-13,E,E6,
-1.278,127.444,,6,14.2,6.2,1995-02-13,E,E6,
-1.31,127.429,,6,17.2,6.0,1995-02-13,E,E6,
-23.366,-67.688,,3,147.4,6.0,1995-02-14,E,E3,
40.556,-125.539,,0,10.0,6.8,1995-02-19,E,E0,
5.244,126.265,,6,75.8,6.1,1995-02-19,E,E6,
39.788,143.572,,7,33.0,6.1,1995-02-23,E,E7,
-8.119,114.056,1,6,,,1995-03-01,V,V6,
-15.4,167.83,2,11,,,1995-03-02,V,V11,
-7.942,112.95,1,10,,,1995-03-03,V,V10,
16.562,-59.559,,14,8.1,6.3,1995-03-08,E,E14,
-5.346,146.731,,11,217.0,6.0,1995-03-12,E,E11,
54.776,-161.339,,5,35.1,6.1,1995-03-14,E,E5,
-4.231,135.013,,6,19.2,6.1,1995-03-19,E,E6,
-4.183,135.109,,6,33.0,7.1,1995-03-19,E,E6,
-10.998,166.123,,11,79.4,6.2,1995-03-25,E,E11,
38.212,135.012,,7,354.4,6.2,1995-03-31,E,E7,
-57.8,-26.483,0,3,,,1995-04-01,V,V3,
14.95,-24.35,2,9,,,1995-04-02,V,V9,
-15.199,-173.529,,11,21.2,8.0,1995-04-07,E,E11,
21.833,142.691,,1,267.4,6.7,1995-04-08,E,E1,
-13.446,170.434,,11,637.7,6.2,1995-04-13,E,E11,
-39.42,-71.93,1,3,,,1995-04-15,V,V3,
45.928,151.283,,7,23.1,6.4,1995-04-17,E,E7,
56.17,-159.38,1,5,,,1995-04-17,V,V5,
6.279,126.777,,6,94.1,6.6,1995-04-20,E,E6,
12.059,125.58,,6,20.7,7.3,1995-04-21,E,E6,
11.925,125.564,,6,17.4,7.2,1995-04-21,E,E6,
12.011,125.656,,6,20.1,6.2,1995-04-21,E,E6,
12.047,125.92,,6,27.4,6.9,1995-04-21,E,E6,
51.334,179.714,,5,16.9,6.5,1995-04-23,E,E5,
12.39,125.396,,6,24.1,6.6,1995-04-23,E,E6,
5.954,123.818,,6,530.5,6.1,1995-04-23,E,E6,
1.297,-85.031,,14,20.2,6.0,1995-04-27,E,E14,
44.091,148.074,,7,35.0,6.1,1995-04-28,E,E7,
44.072,148.004,,7,28.8,6.8,1995-04-28,E,E7,
11.853,125.982,,6,15.0,6.0,1995-04-29,E,E6,
-3.792,-76.917,,14,97.0,6.7,1995-05-02,E,E14,
1.889,128.478,,6,23.4,6.0,1995-05-04,E,E6,
-18.553,168.779,,11,116.7,6.2,1995-05-05,E,E11,
12.626,125.297,,6,16.0,7.0,1995-05-05,E,E6,
24.987,95.294,,8,117.5,6.4,1995-05-06,E,E8,
11.465,125.962,,6,12.0,6.2,1995-05-08,E,E6,
40.149,21.695,,9,14.0,6.6,1995-05-13,E,E9,
-8.378,125.127,,6,11.2,6.9,1995-05-14,E,E6,
-23.008,169.9,,11,20.2,7.7,1995-05-16,E,E11,
-23.03,170.108,,11,19.7,6.5,1995-05-17,E,E11,
-0.893,-21.996,,9,12.2,6.2,1995-05-18,E,E9,
-22.795,170.01,,11,18.6,6.0,1995-05-22,E,E11,
-55.945,-3.361,,3,10.0,6.5,1995-05-23,E,E3,
12.115,57.939,,13,62.4,6.5,1995-05-26,E,E13,
52.629,142.827,,7,11.0,7.5,1995-05-27,E,E7,
-10.246,164.001,,11,26.4,6.4,1995-05-29,E,E11,
12.506,-86.702,2,14,,,1995-05-29,V,V14,
-19.18,-174.87,2,11,,,1995-06-06,V,V11,
38.401,22.283,,9,14.2,6.1,1995-06-15,E,E9,
51.923,-177.168,2,5,,,1995-06-19,V,V5,
-61.673,154.766,,11,10.0,6.7,1995-06-21,E,E11,
-3.959,153.93,,11,386.0,6.8,1995-06-24,E,E11,
-3.321,150.458,,11,32.3,6.3,1995-06-25,E,E11,
-37.52,177.18,1,11,,,1995-06-28,V,V11,
-19.544,169.287,,11,139.4,6.9,1995-06-29,E,E11,
48.793,154.446,,7,64.1,6.0,1995-06-29,E,E7,
-29.211,-177.589,,11,35.3,7.2,1995-07-03,E,E11,
-29.117,-177.627,,11,54.4,6.1,1995-07-03,E,E11,
33.972,137.127,,7,333.3,6.0,1995-07-07,E,E7,
53.578,-163.74,,5,21.1,6.0,1995-07-08,E,E5,
21.966,99.196,,8,12.5,7.1,1995-07-11,E,E8,
-23.26,170.865,,11,11.4,6.4,1995-07-12,E,E11,
16.72,-62.18,3,14,,,1995-07-18,V,V14,
2.534,127.681,,6,65.4,6.7,1995-07-26,E,E6,
-12.59,79.228,,10,16.2,6.2,1995-07-27,E,E10,
-21.182,-175.394,,11,92.4,6.6,1995-07-28,E,E11,
-23.34,-70.294,,3,45.6,7.3,1995-07-30,E,E3,
-23.23,-70.677,,3,33.0,6.0,1995-08-02,E,E3,
-23.062,-70.588,,3,16.8,6.4,1995-08-03,E,E3,
4.041,143.77,,1,12.6,6.2,1995-08-07,E,E1,
-4.836,151.515,,11,127.9,6.7,1995-08-14,E,E11,
-5.429,153.773,,11,18.7,6.6,1995-08-16,E,E11,
-5.771,154.347,,11,33.0,7.2,1995-08-16,E,E11,
-5.799,154.178,,11,30.1,7.7,1995-08-16,E,E11,
-21.848,170.436,,11,73.1,6.1,1995-08-17,E,E11,
-5.934,154.213,,11,14.1,6.4,1995-08-17,E,E11,
-5.168,153.447,,11,21.0,6.4,1995-08-17,E,E11,
-55.934,-28.832,,3,41.9,6.2,1995-08-18,E,E3,
5.139,-75.577,,14,119.6,6.6,1995-08-19,E,E14,
18.856,145.218,,1,594.9,7.1,1995-08-23,E,E1,
-56.883,-141.654,,4,12.0,6.3,1995-08-23,E,E4,
18.902,145.047,,1,587.7,6.2,1995-08-24,E,E1,
18.849,145.089,,1,585.8,6.2,1995-08-24,E,E1,
18.823,145.042,,1,612.4,6.1,1995-08-24,E,E1,
-18.686,-175.409,,11,224.5,6.0,1995-08-25,E,E11,
-5.643,153.541,,11,17.3,6.0,1995-08-26,E,E11,
26.092,-110.284,,0,12.2,6.6,1995-08-28,E,E0,
-21.159,-174.354,,11,18.8,6.1,1995-08-29,E,E11,
-47.937,99.467,,2,10.0,6.4,1995-08-29,E,E2,
-15.838,166.426,,11,16.8,6.4,1995-08-31,E,E11,
-37.856,-71.183,2,3,,,1995-09-01,V,V3,
-20.73,-68.55,2,3,,,1995-09-01,V,V3,
55.972,160.595,3,7,,,1995-09-01,V,V7,
14.943,-94.253,,0,12.4,6.0,1995-09-06,E,E0,
-56.222,-122.419,,4,10.0,6.3,1995-09-08,E,E4,
-7.942,112.95,1,10,,,1995-09-09,V,V10,
16.779,-98.597,,0,23.0,7.4,1995-09-14,E,E0,
-6.323,155.207,,11,151.0,6.1,1995-09-16,E,E11,
-17.093,66.707,,2,8.3,6.5,1995-09-17,E,E2,
-6.925,128.968,,6,180.6,6.0,1995-09-18,E,E6,
-6.053,146.543,,11,45.2,6.2,1995-09-22,E,E11,
-5.561,104.062,,10,45.4,6.0,1995-09-23,E,E10,
-5.968,146.635,,11,27.1,6.0,1995-09-23,E,E11,
-10.68,-78.581,,4,59.9,6.5,1995-09-23,E,E4,
50.829,157.341,,7,44.8,6.0,1995-09-30,E,E7,
29.311,139.04,,7,430.8,6.1,1995-10-01,E,E7,
38.063,30.134,,9,33.0,6.4,1995-10-01,E,E9,
-15.221,-174.934,,11,33.0,6.1,1995-10-02,E,E11,
-2.778,-77.851,,14,16.7,6.5,1995-10-03,E,E14,
-2.75,-77.881,,14,24.4,7.0,1995-10-03,E,E14,
-57.8,-26.483,0,3,,,1995-10-05,V,V3,
-2.045,101.436,,10,33.0,6.8,1995-10-06,E,E10,
-20.002,-175.921,,11,197.8,6.4,1995-10-06,E,E11,
65.1702,-148.5653,,5,9.09,6.2,1995-10-06,E,E5,
19.055,-104.205,,0,33.0,8.0,1995-10-09,E,E0,
-21.474,170.176,,11,104.8,6.3,1995-10-09,E,E11,
15.62,145.57,0,1,,,1995-10-11,V,V1,
33.086,131.249,1,8,,,1995-10-11,V,V8,
18.81,-104.017,,0,16.1,6.0,1995-10-12,E,E0,
-35.288,-106.266,,4,8.4,6.0,1995-10-12,E,E4,
-59.014,158.28,,11,14.4,6.1,1995-10-13,E,E11,
-38.692,-71.729,2,3,,,1995-10-13,V,V3,
-6.435,154.556,,11,18.6,6.1,1995-10-14,E,E11,
-25.758,-177.522,,11,147.9,6.2,1995-10-14,E,E11,
-6.514,154.631,,11,14.4,6.1,1995-10-15,E,E11,
36.43,70.387,,13,222.7,6.3,1995-10-18,E,E13,
28.203,130.211,,8,27.6,6.1,1995-10-18,E,E8,
27.929,130.175,,8,28.4,7.1,1995-10-18,E,E8,
28.094,130.148,,8,19.7,6.8,1995-10-19,E,E8,
28.164,130.156,,8,33.0,6.3,1995-10-19,E,E8,
18.708,145.544,,1,224.8,6.1,1995-10-20,E,E1,
16.84,-93.469,,0,159.3,7.2,1995-10-21,E,E0,
26.003,102.227,,8,10.0,6.2,1995-10-23,E,E8,
-21.793,-179.387,,11,618.3,6.1,1995-10-29,E,E11,
0.858,125.886,,6,68.8,6.0,1995-10-29,E,E6,
-28.906,-71.417,,3,19.9,6.7,1995-11-01,E,E3,
-4.92,103.22,,10,36.2,6.3,1995-11-05,E,E10,
10.83,-85.324,2,14,,,1995-11-06,V,V14,
1.833,95.05,,10,33.0,6.9,1995-11-08,E,E10,
1.29,121.678,,6,19.8,6.0,1995-11-08,E,E6,
2.78,125.4,1,6,,,1995-11-09,V,V6,
-15.114,-173.473,,11,10.0,6.0,1995-11-13,E,E11,
3.588,126.647,,6,33.0,6.3,1995-11-13,E,E6,
56.17,-159.38,1,5,,,1995-11-15,V,V5,
28.826,34.799,,9,10.0,7.2,1995-11-22,E,E9,
-42.984,171.793,,11,10.0,6.2,1995-11-24,E,E11,
44.537,149.103,,7,27.8,6.6,1995-11-24,E,E7,
44.568,149.143,,7,20.5,6.3,1995-11-27,E,E7,
-25.887,-177.188,0,11,,,1995-11-27,V,V11,
-4.271,152.203,2,11,,,1995-11-28,V,V11,
44.277,145.619,,7,136.9,6.0,1995-11-30,E,E7,
44.473,149.342,,7,23.4,6.3,1995-11-30,E,E7,
10.16,-104.0,,0,10.0,6.6,1995-12-01,E,E0,
-37.721,77.825,0,2,,,1995-12-01,V,V2,
44.505,149.237,,7,18.1,6.6,1995-12-02,E,E7,
44.727,150.033,,7,33.0,6.0,1995-12-03,E,E7,
44.956,150.674,,7,33.0,6.4,1995-12-03,E,E7,
44.663,149.3,,7,33.0,7.9,1995-12-03,E,E7,
-9.027,124.67,,6,33.0,6.4,1995-12-05,E,E6,
44.907,149.527,,7,27.7,6.0,1995-12-07,E,E7,
-21.513,-178.077,,11,412.5,6.2,1995-12-10,E,E11,
44.351,149.742,,7,16.0,6.4,1995-12-10,E,E7,
44.231,149.801,,7,33.0,6.2,1995-12-10,E,E7,
18.926,-105.471,,0,20.0,6.4,1995-12-11,E,E0,
18.583,-105.517,,0,20.3,6.1,1995-12-11,E,E0,
-3.703,140.233,,6,63.4,6.5,1995-12-19,E,E6,
54.756,-163.97,3,5,,,1995-12-23,V,V5,
-28.148,-176.794,,11,14.8,6.1,1995-12-25,E,E11,
-6.903,129.151,,6,141.9,7.1,1995-12-25,E,E6,
-4.387,-104.646,,4,10.0,6.1,1995-12-30,E,E4,
63.2122,-150.6052,,5,137.28,6.0,1995-12-30,E,E5,
40.752,143.339,,7,22.0,6.3,1995-12-30,E,E7,
-20.391,-174.234,,11,33.0,6.0,1996-01-01,E,E11,
0.729,119.931,,6,24.0,7.9,1996-01-01,E,E6,
-39.42,-71.93,1,3,,,1996-01-01,V,V3,
53.98,159.45,3,7,,,1996-01-02,V,V7,
54.049,159.443,3,7,,,1996-01-02,V,V7,
-4.399,140.068,,6,109.1,6.1,1996-01-17,E,E6,
-60.614,-25.901,,3,10.1,6.2,1996-01-22,E,E3,
9.187,126.416,,6,33.0,6.0,1996-01-27,E,E6,
-32.953,-178.253,,11,14.2,6.1,1996-01-30,E,E11,
-32.921,-178.298,,11,33.0,6.4,1996-01-30,E,E11,
44.468,149.37,,7,20.6,6.0,1996-01-31,E,E7,
44.853,146.273,,7,170.0,6.2,1996-02-01,E,E7,
27.291,100.276,,8,11.1,6.6,1996-02-03,E,E8,
1.019,120.187,,6,13.8,6.1,1996-02-07,E,E6,
45.324,149.892,,7,42.6,7.2,1996-02-07,E,E7,
-6.0,146.629,,11,68.5,6.1,1996-02-09,E,E11,
32.761,130.299,2,8,,,1996-02-10,V,V8,
-11.044,118.67,,6,8.0,6.1,1996-02-12,E,E6,
-15.282,-173.218,,11,33.0,6.0,1996-02-16,E,E11,
